eval_n,labeled_n,ignored_n,intervention_rate,intervention_precision,nochange_count,nochange_false_intervention_rate,strong_official_count,strong_official_intervention_rate,strong_nochange_count,strong_nochange_false_intervention_rate,residual_low_count,residual_low_false_intervention_rate,mean_oracle_gated_gain,bootstrap_gain_p05,official_psnr,sim_psnr,sim_delta_vs_official,oracle_recovery,confidence_corr,feature_set,head,target_margin,threshold,feature_count,active_feature_count,train_labeled_n,eligible_for_pass,split_family,split,train_n,valid_n
250,235,15,0.984,0.6336206896551724,88,0.9659090909090909,1,1.0,0,0.0,17,1.0,0.7034083727185046,0.5675907842037846,27.08071206972368,27.784120442442187,0.7034083727185046,0.914445894605768,0.21041294340941272,A_output_plus_meta,hgb,0.15,0.05,2390,2376,699,1,cr_strength_bin,cr_strength_bin=weak_cr_q1,750,250
194,182,12,0.8556701030927835,0.6,85,0.7294117647058823,53,0.7924528301886793,27,0.6666666666666666,56,0.8392857142857143,0.5007958950470128,0.3767106118166233,34.71798953204058,35.218785427087596,0.5007958950470128,0.8675864485689956,0.40222045072610096,A_output_plus_meta,hgb,0.15,0.05,2390,2376,752,1,airlight_bin,airlight_bin=0.65<=A<0.75,806,194
210,196,14,0.780952380952381,0.7207792207792207,78,0.5512820512820513,57,0.6666666666666666,24,0.5,54,0.8148148148148148,0.5434055406466695,0.4480504602688555,34.29958402571659,34.842989566363265,0.5434055406466695,0.9049910262707361,0.5734642084337968,A_output_plus_meta,hgb,0.15,0.05,2390,2376,738,1,airlight_bin,airlight_bin=0.75<=A<0.85,790,210
175,159,16,0.8342857142857143,0.5895522388059702,78,0.7051282051282052,25,0.84,14,0.8571428571428571,32,0.875,0.5028614737438069,0.38113349351564524,33.36342088468563,33.866282358429444,0.5028614737438069,0.900493053715462,0.493735369091807,A_output_plus_meta,hgb,0.15,0.05,2390,2376,775,1,airlight_bin,airlight_bin=0.85<=A<0.95,825,175
295,277,18,0.8033898305084746,0.6696428571428571,113,0.6548672566371682,102,0.6764705882352942,53,0.5471698113207547,94,0.7340425531914894,0.7512392506668311,0.6200559722211815,35.33099180379889,36.082231054465716,0.7512392506668311,0.8927388574481057,0.4333560682653254,A_output_plus_meta,hgb,0.15,0.05,2390,2376,657,1,airlight_bin,airlight_bin=A<0.65,705,295
126,120,6,0.9047619047619048,0.5833333333333334,57,0.7894736842105263,13,0.9230769230769231,7,0.8571428571428571,14,1.0,0.4242724909088664,0.29023403323059976,32.191858775186596,32.616131266095465,0.4242724909088664,0.863834747260068,0.33330576120891353,A_output_plus_meta,hgb,0.15,0.05,2390,2376,814,1,airlight_bin,airlight_bin=A>=0.95,874,126
188,176,12,0.8191489361702128,0.5694444444444444,91,0.6813186813186813,56,0.7321428571428571,34,0.6470588235294118,60,0.8666666666666667,0.46399327254515377,0.3394824385647641,34.817413776827486,35.28140704937264,0.46399327254515377,0.8643852977525667,0.4854964559141157,A_output_plus_meta,hgb,0.15,0.05,2390,2376,758,1,beta_bin,beta_bin=0.8<=beta<1.1,812,188
199,180,19,0.8190954773869347,0.7181208053691275,72,0.5833333333333334,50,0.7,26,0.5,45,0.8666666666666667,0.7337468556523017,0.5911761306447721,33.93655153577519,34.670298391427494,0.7337468556523017,0.9440875408468832,0.5196819336830704,A_output_plus_meta,hgb,0.15,0.05,2390,2376,754,1,beta_bin,beta_bin=1.1<=beta<1.4,801,199
199,188,11,0.864321608040201,0.6196319018404908,86,0.7209302325581395,32,0.84375,14,0.7142857142857143,28,0.8928571428571429,0.5133649848204455,0.39152932868971835,33.177425613676775,33.69079059849723,0.5133649848204455,0.8960994426367535,0.49909906988029334,A_output_plus_meta,hgb,0.15,0.05,2390,2376,746,1,beta_bin,beta_bin=1.4<=beta<1.7,801,199
196,188,8,0.8520408163265306,0.675,74,0.7027027027027027,89,0.7078651685393258,39,0.5128205128205128,108,0.8240740740740741,0.7016020795507959,0.5468738580373232,37.25265986824386,37.954261947794656,0.7016020795507959,0.9110966651387762,0.4178520655162362,A_output_plus_meta,hgb,0.15,0.05,2390,2376,746,1,beta_bin,beta_bin=beta<0.8,804,196
218,202,16,0.8715596330275229,0.6228571428571429,88,0.75,23,0.9130434782608695,12,0.8333333333333334,9,1.0,0.5062661918368708,0.3863499369130151,32.352025138854216,32.85829133069108,0.5062661918368708,0.8800195780553194,0.3876712954649473,A_output_plus_meta,hgb,0.15,0.05,2390,2376,732,1,beta_bin,beta_bin=beta>=1.7,782,218
204,197,7,0.9852941176470589,0.7061855670103093,60,0.95,0,0.0,0,0.0,64,0.984375,1.0395207205597339,0.9072565828265907,30.46849267385541,31.50801339441514,1.0395207205597339,0.947051261457882,0.144637858718193,A_output_plus_meta,hgb,0.15,0.05,2390,2376,737,1,content_cluster,content_cluster=content_k5_c0,796,204
112,110,2,0.9910714285714286,0.7339449541284404,30,0.9666666666666667,5,1.0,3,1.0,12,1.0,1.2995312669192518,1.0071280056659582,29.89198004352979,31.19151131044904,1.2995312669192518,0.9604490976396045,0.39620667412001875,A_output_plus_meta,hgb,0.15,0.05,2390,2376,824,1,content_cluster,content_cluster=content_k5_c1,888,112
261,239,22,0.9118773946360154,0.41203703703703703,149,0.8523489932885906,159,0.9182389937106918,87,0.8620689655172413,120,0.9416666666666667,0.07566279771214493,0.02285863808250144,39.837928112677155,39.913590910389296,0.07566279771214493,0.3440207760736335,0.2530405937174141,A_output_plus_meta,hgb,0.15,0.05,2390,2376,695,1,content_cluster,content_cluster=content_k5_c2,739,261
197,190,7,0.9898477157360406,0.6808510638297872,62,0.967741935483871,0,0.0,0,0.0,5,1.0,0.746825622637527,0.6037195797978699,29.13097007984319,29.87779570248072,0.746825622637527,0.9105298785031767,0.21691785441104633,A_output_plus_meta,hgb,0.15,0.05,2390,2376,744,1,content_cluster,content_cluster=content_k5_c3,803,197
226,198,28,0.911504424778761,0.48066298342541436,110,0.8545454545454545,86,0.9534883720930233,35,0.9142857142857143,49,0.9591836734693877,0.1600937365553951,0.11535950157831175,37.85682939712761,38.016923133683,0.1600937365553951,0.7027420849607786,0.3788498538522711,A_output_plus_meta,hgb,0.15,0.05,2390,2376,736,1,content_cluster,content_cluster=content_k5_c4,774,226
250,232,18,0.948,0.5318181818181819,115,0.8956521739130435,14,1.0,11,1.0,0,0.0,0.7674387901288889,0.5927919194608068,30.908283717754124,31.675722507883016,0.7674387901288889,0.8905769072019838,0.36129000494110336,A_output_plus_meta,hgb,0.15,0.05,2390,2376,702,1,residual_energy_bin,residual_energy_bin=residual_high_q4,750,250
250,225,25,0.848,0.6476683937823834,94,0.723404255319149,152,0.7828947368421053,68,0.6911764705882353,250,0.848,0.37319595651938675,0.30107550350501805,38.83344644305326,39.20664239957265,0.37319595651938675,0.8687406734196792,0.4492793131302609,A_output_plus_meta,hgb,0.15,0.05,2390,2376,709,1,residual_energy_bin,residual_energy_bin=residual_low_q1,750,250
250,242,8,0.836,0.6666666666666666,103,0.6504854368932039,14,0.5714285714285714,8,0.5,0,0.0,0.707487784466338,0.5890746717128297,32.28502827506557,32.9925160595319,0.707487784466338,0.9155149554562485,0.4014467482395951,A_output_plus_meta,hgb,0.15,0.05,2390,2376,692,1,residual_energy_bin,residual_energy_bin=residual_midhigh_q3,750,250
250,235,15,0.84,0.6532663316582915,99,0.696969696969697,70,0.6714285714285714,38,0.5263157894736842,0,0.0,0.4361142130245123,0.359139678164648,34.99571379304915,35.43182800607366,0.4361142130245123,0.8392789831634879,0.4701025848210334,A_output_plus_meta,hgb,0.15,0.05,2390,2376,699,1,residual_energy_bin,residual_energy_bin=residual_midlow_q2,750,250
250,237,13,0.856,0.6732673267326733,99,0.6666666666666666,61,0.7704918032786885,33,0.6363636363636364,59,0.8813559322033898,0.7103079602975679,0.5757319449807722,33.84071671144422,34.55102467174179,0.7103079602975679,0.9248033479631004,0.537364023807857,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,697,1,random,random_1,750,250
250,230,20,0.856,0.6212121212121212,102,0.7352941176470589,52,0.7307692307692307,19,0.5263157894736842,66,0.8484848484848485,0.5267250591199141,0.4017634263648896,34.29031846921945,34.81704352833936,0.5267250591199141,0.8772581815880849,0.4255992943443686,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,704,1,random,random_2,750,250
250,234,16,0.84,0.6345177664974619,105,0.6857142857142857,65,0.676923076923077,34,0.5294117647058824,60,0.7666666666666667,0.689668516628831,0.5614319881351384,34.13535826605321,34.82502678268204,0.689668516628831,0.9296644575844587,0.48270411059984836,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,700,1,random,random_3,750,250
250,236,14,0.796,0.4627659574468085,142,0.7112676056338029,0,0.0,0,0.0,36,0.8611111111111112,0.17186322517634842,0.1123510137065783,36.55675585116884,36.7286190763452,0.17186322517634842,0.6196676332317188,0.38410549722140247,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,698,1,official_strength_bin,official_strength_bin=midhigh_official_q3,750,250
250,233,17,0.964,0.62882096069869,88,0.9659090909090909,0,0.0,0,0.0,43,1.0,0.6946650098764284,0.5704322973071642,32.06365707295534,32.75832208283177,0.6946650098764284,0.8965097051119463,0.2215983496006655,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,701,1,official_strength_bin,official_strength_bin=midlow_official_q2,750,250
250,222,28,0.86,0.48677248677248675,125,0.776,250,0.86,125,0.776,152,0.8947368421052632,0.10753091754140402,0.06293146759773723,41.996655378489706,42.10418629603111,0.10753091754140402,0.528033104902328,0.2268185322129122,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,712,1,official_strength_bin,official_strength_bin=strong_official_q4,750,250
250,243,7,0.984,0.775,56,0.9642857142857143,0,0.0,0,0.0,19,1.0,1.2862753384946184,1.122942064260914,26.405403926308217,27.691679264802836,1.2862753384946184,0.9686730304041964,0.24854523640668524,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,691,1,official_strength_bin,official_strength_bin=weak_official_q1,750,250
250,239,11,0.788,0.6190476190476191,114,0.631578947368421,38,0.6842105263157895,23,0.5652173913043478,36,0.9166666666666666,0.6363181330011414,0.4912491789245032,36.034125584802794,36.67044371780393,0.6363181330011414,0.88797166613693,0.4808293380608001,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,695,1,cr_strength_bin,cr_strength_bin=midhigh_cr_q3,750,250
250,241,9,0.912,0.6621004566210046,95,0.7789473684210526,1,1.0,1,1.0,35,1.0,0.7207653405054567,0.5907653292252537,32.400164474925866,33.12092981543133,0.7207653405054567,0.919946429490478,0.38654717841589004,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,693,1,cr_strength_bin,cr_strength_bin=midlow_cr_q2,750,250
250,219,31,0.824,0.5444444444444444,114,0.7192982456140351,210,0.8095238095238095,101,0.7227722772277227,162,0.8333333333333334,0.24827439080205052,0.17817836038006926,41.507470099469764,41.755744490271816,0.24827439080205052,0.7896301364342242,0.4534925551308383,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,715,1,cr_strength_bin,cr_strength_bin=strong_cr_q4,750,250
250,235,15,0.996,0.6282051282051282,88,0.9886363636363636,1,1.0,0,0.0,17,1.0,0.7014128800814334,0.5639230048177114,27.08071206972368,27.78212494980512,0.7014128800814334,0.9118517115956433,0.24105009962923285,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,699,1,cr_strength_bin,cr_strength_bin=weak_cr_q1,750,250
194,182,12,0.8505154639175257,0.6233766233766234,85,0.6823529411764706,53,0.7924528301886793,27,0.6296296296296297,56,0.8571428571428571,0.5132440776128308,0.38938089126455344,34.71798953204058,35.231233609653415,0.5132440776128308,0.889151869951698,0.4248197148772869,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,752,1,airlight_bin,airlight_bin=0.65<=A<0.75,806,194
210,196,14,0.7619047619047619,0.7333333333333333,78,0.5128205128205128,57,0.6842105263157895,24,0.5,54,0.8148148148148148,0.5460869577686785,0.4526872505413292,34.29958402571659,34.84567098348527,0.5460869577686785,0.9094566753147616,0.5599577437230439,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,738,1,airlight_bin,airlight_bin=0.75<=A<0.85,790,210
175,159,16,0.8457142857142858,0.5808823529411765,78,0.7307692307692307,25,0.84,14,0.8571428571428571,32,0.875,0.49877631217428303,0.37797796589253146,33.36342088468563,33.86219719685992,0.49877631217428303,0.893177600437099,0.5127182912097957,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,775,1,airlight_bin,airlight_bin=0.85<=A<0.95,825,175
295,277,18,0.7830508474576271,0.6954545454545454,113,0.5929203539823009,102,0.6176470588235294,53,0.4339622641509434,94,0.723404255319149,0.765644966606417,0.6328372562132413,35.33099180379889,36.096636770405304,0.765644966606417,0.9098579608192519,0.46217928414427073,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,657,1,airlight_bin,airlight_bin=A<0.65,705,295
126,120,6,0.9206349206349206,0.5727272727272728,57,0.8245614035087719,13,1.0,7,1.0,14,1.0,0.4223941018265365,0.28758413760484464,32.191858775186596,32.614252877013136,0.4223941018265365,0.8600102764471842,0.3159387247008243,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,814,1,airlight_bin,airlight_bin=A>=0.95,874,126
188,176,12,0.8404255319148937,0.5578231292517006,91,0.7142857142857143,56,0.75,34,0.6470588235294118,60,0.8833333333333333,0.4645069322529014,0.3401152786666977,34.817413776827486,35.28192070908039,0.4645069322529014,0.865342207961608,0.48827266354062904,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,758,1,beta_bin,beta_bin=0.8<=beta<1.1,812,188
199,180,19,0.8190954773869347,0.7133333333333334,72,0.5972222222222222,50,0.76,26,0.6153846153846154,45,0.8888888888888888,0.732722587600719,0.5877902216437622,33.93655153577519,34.669274123375914,0.732722587600719,0.9427696493989844,0.5069503405181579,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,754,1,beta_bin,beta_bin=1.1<=beta<1.4,801,199
199,188,11,0.8844221105527639,0.6024096385542169,86,0.7674418604651163,32,0.84375,14,0.7857142857142857,28,0.8928571428571429,0.5100788232344562,0.38515617707660005,33.177425613676775,33.68750443691124,0.5100788232344562,0.8903633140485342,0.4864730137198139,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,746,1,beta_bin,beta_bin=1.4<=beta<1.7,801,199
196,188,8,0.8673469387755102,0.6625766871165644,74,0.7432432432432432,89,0.7528089887640449,39,0.6153846153846154,108,0.8425925925925926,0.6790275297129507,0.5234274765310032,37.25265986824386,37.93168739795681,0.6790275297129507,0.8817814768379684,0.4293538585257714,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,746,1,beta_bin,beta_bin=beta<0.8,804,196
218,202,16,0.8577981651376146,0.630057803468208,88,0.7272727272727273,23,0.8695652173913043,12,0.75,9,1.0,0.5012017924327211,0.38492856327111113,32.352025138854216,32.85322693128694,0.5012017924327211,0.8712163620819733,0.3704268378297323,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,732,1,beta_bin,beta_bin=beta>=1.7,782,218
204,197,7,0.9803921568627451,0.7098445595854922,60,0.9333333333333333,0,0.0,0,0.0,64,0.984375,1.0430893577336706,0.9119912442895516,30.46849267385541,31.51158203158908,1.0430893577336706,0.9503024543109139,0.19423643432439106,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,737,1,content_cluster,content_cluster=content_k5_c0,796,204
112,110,2,0.9732142857142857,0.7476635514018691,30,0.9,5,1.0,3,1.0,12,1.0,1.2995315182615943,1.0073107543152329,29.89198004352979,31.191511561791383,1.2995315182615943,0.9604492834000646,0.3571473338150343,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,824,1,content_cluster,content_cluster=content_k5_c1,888,112
261,239,22,0.9080459770114943,0.413953488372093,149,0.8456375838926175,159,0.949685534591195,87,0.9195402298850575,120,0.9666666666666667,0.0792521268322373,0.02751254845064943,39.837928112677155,39.9171802395094,0.0792521268322373,0.36034060334430373,0.326565452087827,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,695,1,content_cluster,content_cluster=content_k5_c2,739,261
197,190,7,0.9796954314720813,0.6881720430107527,62,0.9354838709677419,0,0.0,0,0.0,5,1.0,0.7523884401253303,0.6079838689333709,29.13097007984319,29.883358519968525,0.7523884401253303,0.9173120661756037,0.21643435621254029,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,744,1,content_cluster,content_cluster=content_k5_c3,803,197
226,198,28,0.8672566371681416,0.5058139534883721,110,0.7727272727272727,86,0.9418604651162791,35,0.8857142857142857,49,0.9387755102040817,0.1693900812958356,0.1221615912318622,37.85682939712761,38.02621947842344,0.1693900812958356,0.7435490073674577,0.3732959557285802,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,736,1,content_cluster,content_cluster=content_k5_c4,774,226
250,232,18,0.92,0.5352112676056338,115,0.8608695652173913,14,0.8571428571428571,11,0.8181818181818182,0,0.0,0.7683345799430196,0.5998732540604262,30.908283717754124,31.676618297697146,0.7683345799430196,0.8916164294836729,0.3726233049114288,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,702,1,residual_energy_bin,residual_energy_bin=residual_high_q4,750,250
250,225,25,0.824,0.6612903225806451,94,0.6702127659574468,152,0.75,68,0.6176470588235294,250,0.824,0.3621770062643486,0.2900820741050097,38.83344644305326,39.19562344931761,0.3621770062643486,0.8430903144119912,0.41941578117532397,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,709,1,residual_energy_bin,residual_energy_bin=residual_low_q1,750,250
250,242,8,0.848,0.6617647058823529,103,0.6699029126213593,14,0.6428571428571429,8,0.625,0,0.0,0.7102357907935745,0.5895063154540533,32.28502827506557,32.99526406585914,0.7102357907935745,0.9190709757091934,0.4020681736820325,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,692,1,residual_energy_bin,residual_energy_bin=residual_midhigh_q3,750,250
250,235,15,0.844,0.6633165829145728,99,0.6767676767676768,70,0.6857142857142857,38,0.5263157894736842,0,0.0,0.44988762542414,0.36582005166281184,34.99571379304915,35.445601418473295,0.44988762542414,0.8657851946287886,0.4949555569226567,B_candidate_output_deltas,hgb,0.15,0.05,2816,2782,699,1,residual_energy_bin,residual_energy_bin=residual_midlow_q2,750,250
250,237,13,0.856,0.6732673267326733,99,0.6666666666666666,61,0.7868852459016393,33,0.6666666666666666,59,0.864406779661017,0.7112310897892641,0.578192903597938,33.84071671144422,34.55194780123349,0.7112310897892641,0.9260052396667586,0.5092833297701208,C_official_internal,hgb,0.15,0.05,4524,4510,697,1,random,random_1,750,250
250,230,20,0.86,0.6130653266331658,102,0.7549019607843137,52,0.7115384615384616,19,0.5263157894736842,66,0.803030303030303,0.5229658553303592,0.39499866129621175,34.29031846921945,34.813284324549805,0.5229658553303592,0.8709972448364633,0.4229767348355348,C_official_internal,hgb,0.15,0.05,4524,4510,704,1,random,random_2,750,250
250,234,16,0.828,0.654639175257732,105,0.638095238095238,65,0.676923076923077,34,0.5,60,0.7833333333333333,0.6957014798794049,0.5694134475466455,34.13535826605321,34.831059745932606,0.6957014798794049,0.9377968159171072,0.4927537030552383,C_official_internal,hgb,0.15,0.05,4524,4510,700,1,random,random_3,750,250
250,236,14,0.816,0.44041450777202074,142,0.7605633802816901,0,0.0,0,0.0,36,0.8333333333333334,0.1627743099715886,0.10265356517432213,36.55675585116884,36.71953016114043,0.1627743099715886,0.5868967680987143,0.3990406734104346,C_official_internal,hgb,0.15,0.05,4524,4510,698,1,official_strength_bin,official_strength_bin=midhigh_official_q3,750,250
250,233,17,0.972,0.62882096069869,88,0.9659090909090909,0,0.0,0,0.0,43,0.9767441860465116,0.6949036019982857,0.5714702825186351,32.06365707295534,32.75856067495363,0.6949036019982857,0.8968176235327205,0.2393860397036643,C_official_internal,hgb,0.15,0.05,4524,4510,701,1,official_strength_bin,official_strength_bin=midlow_official_q2,750,250
250,222,28,0.856,0.48947368421052634,125,0.776,250,0.856,125,0.776,152,0.8947368421052632,0.1074978355874729,0.06472345298615294,41.996655378489706,42.10415321407717,0.1074978355874729,0.5278706551878656,0.26925576595968304,C_official_internal,hgb,0.15,0.05,4524,4510,712,1,official_strength_bin,official_strength_bin=strong_official_q4,750,250
250,243,7,0.992,0.7727272727272727,56,0.9821428571428571,0,0.0,0,0.0,19,1.0,1.2904365761080658,1.1281009021261028,26.405403926308217,27.695840502416285,1.2904365761080658,0.9718067907497594,0.22598873288137905,C_official_internal,hgb,0.15,0.05,4524,4510,691,1,official_strength_bin,official_strength_bin=weak_official_q1,750,250
250,239,11,0.724,0.6514285714285715,114,0.5350877192982456,38,0.6052631578947368,23,0.4782608695652174,36,0.8611111111111112,0.6353355034574858,0.4898397183139399,36.034125584802794,36.66946108826027,0.6353355034574858,0.8866004224966461,0.48642207421611616,C_official_internal,hgb,0.15,0.05,4524,4510,695,1,cr_strength_bin,cr_strength_bin=midhigh_cr_q3,750,250
250,241,9,0.932,0.6517857142857143,95,0.8210526315789474,1,1.0,1,1.0,35,1.0,0.7158895909718721,0.5837608660484745,32.400164474925866,33.11605406589774,0.7158895909718721,0.9137232828955467,0.3897545232458447,C_official_internal,hgb,0.15,0.05,4524,4510,693,1,cr_strength_bin,cr_strength_bin=midlow_cr_q2,750,250
250,219,31,0.816,0.5568181818181818,114,0.6842105263157895,210,0.8,101,0.6732673267326733,162,0.8148148148148148,0.2377734566166335,0.173454172931894,41.507470099469764,41.74524355608639,0.2377734566166335,0.7562321928656958,0.4766833515269803,C_official_internal,hgb,0.15,0.05,4524,4510,715,1,cr_strength_bin,cr_strength_bin=strong_cr_q4,750,250
250,235,15,0.976,0.6391304347826087,88,0.9431818181818182,1,1.0,0,0.0,17,1.0,0.7069987600030395,0.5716290547350088,27.08071206972368,27.787710829726723,0.7069987600030395,0.919113474691144,0.20747930877145307,C_official_internal,hgb,0.15,0.05,4524,4510,699,1,cr_strength_bin,cr_strength_bin=weak_cr_q1,750,250
194,182,12,0.8556701030927835,0.6,85,0.7294117647058823,53,0.7924528301886793,27,0.6666666666666666,56,0.8392857142857143,0.5007958950470128,0.3767106118166233,34.71798953204058,35.218785427087596,0.5007958950470128,0.8675864485689956,0.40222045072610096,C_official_internal,hgb,0.15,0.05,4524,4510,752,1,airlight_bin,airlight_bin=0.65<=A<0.75,806,194
210,196,14,0.780952380952381,0.7207792207792207,78,0.5512820512820513,57,0.6666666666666666,24,0.5,54,0.8148148148148148,0.5434055406466695,0.4480504602688555,34.29958402571659,34.842989566363265,0.5434055406466695,0.9049910262707361,0.5734642084337968,C_official_internal,hgb,0.15,0.05,4524,4510,738,1,airlight_bin,airlight_bin=0.75<=A<0.85,790,210
175,159,16,0.84,0.5851851851851851,78,0.717948717948718,25,0.84,14,0.8571428571428571,32,0.875,0.5015534817579939,0.3798909011291229,33.36342088468563,33.864974366443626,0.5015534817579939,0.898150783012616,0.4936199670505056,C_official_internal,hgb,0.15,0.05,4524,4510,775,1,airlight_bin,airlight_bin=0.85<=A<0.95,825,175
295,277,18,0.8033898305084746,0.6696428571428571,113,0.6548672566371682,102,0.6764705882352942,53,0.5471698113207547,94,0.7340425531914894,0.7512392506668311,0.6200559722211815,35.33099180379889,36.082231054465716,0.7512392506668311,0.8927388574481057,0.4333560682653254,C_official_internal,hgb,0.15,0.05,4524,4510,657,1,airlight_bin,airlight_bin=A<0.65,705,295
126,120,6,0.9206349206349206,0.5727272727272728,57,0.8245614035087719,13,1.0,7,1.0,14,1.0,0.4211564512181023,0.28511870829172337,32.191858775186596,32.6130152264047,0.4211564512181023,0.8574903732636363,0.3224998320024775,C_official_internal,hgb,0.15,0.05,4524,4510,814,1,airlight_bin,airlight_bin=A>=0.95,874,126
188,176,12,0.8138297872340425,0.5734265734265734,91,0.6703296703296703,56,0.7321428571428571,34,0.6470588235294118,60,0.8666666666666667,0.4641566341676212,0.3396376321061082,34.817413776827486,35.28157041099511,0.4641566341676212,0.8646896284250855,0.4816813589027998,C_official_internal,hgb,0.15,0.05,4524,4510,758,1,beta_bin,beta_bin=0.8<=beta<1.1,812,188
199,180,19,0.8241206030150754,0.7019867549668874,72,0.625,50,0.72,26,0.5769230769230769,45,0.8444444444444444,0.7278349354239543,0.5820334191382946,33.93655153577519,34.664386471199144,0.7278349354239543,0.936480870798394,0.5132745578439163,C_official_internal,hgb,0.15,0.05,4524,4510,754,1,beta_bin,beta_bin=1.1<=beta<1.4,801,199
199,188,11,0.8592964824120602,0.6234567901234568,86,0.7093023255813954,32,0.875,14,0.7857142857142857,28,0.9285714285714286,0.5132247059669354,0.3873804298568716,33.177425613676775,33.690650319643716,0.5132247059669354,0.8958545801974345,0.4895751539711084,C_official_internal,hgb,0.15,0.05,4524,4510,746,1,beta_bin,beta_bin=1.4<=beta<1.7,801,199
196,188,8,0.826530612244898,0.6709677419354839,74,0.6891891891891891,89,0.651685393258427,39,0.48717948717948717,108,0.7777777777777778,0.6959599655891789,0.5408466557560936,37.25265986824386,37.94861983383304,0.6959599655891789,0.9037698464696334,0.3932030314579608,C_official_internal,hgb,0.15,0.05,4524,4510,746,1,beta_bin,beta_bin=beta<0.8,804,196
218,202,16,0.8715596330275229,0.6228571428571429,88,0.75,23,0.9130434782608695,12,0.8333333333333334,9,1.0,0.5062661918368708,0.3863499369130151,32.352025138854216,32.85829133069108,0.5062661918368708,0.8800195780553194,0.3876712954649473,C_official_internal,hgb,0.15,0.05,4524,4510,732,1,beta_bin,beta_bin=beta>=1.7,782,218
204,197,7,0.9852941176470589,0.7061855670103093,60,0.95,0,0.0,0,0.0,64,0.984375,1.0395207205597339,0.9072565828265907,30.46849267385541,31.50801339441514,1.0395207205597339,0.947051261457882,0.1560624195974563,C_official_internal,hgb,0.15,0.05,4524,4510,737,1,content_cluster,content_cluster=content_k5_c0,796,204
112,110,2,0.9910714285714286,0.7339449541284404,30,0.9666666666666667,5,1.0,3,1.0,12,1.0,1.2995312669192518,1.0071280056659582,29.89198004352979,31.19151131044904,1.2995312669192518,0.9604490976396045,0.39620667412001875,C_official_internal,hgb,0.15,0.05,4524,4510,824,1,content_cluster,content_cluster=content_k5_c1,888,112
261,239,22,0.8850574712643678,0.42105263157894735,149,0.8120805369127517,159,0.8930817610062893,87,0.8275862068965517,120,0.9166666666666666,0.07813174060874124,0.026639516260756464,39.837928112677155,39.916059853285894,0.07813174060874124,0.35524647320685243,0.2767269435189343,C_official_internal,hgb,0.15,0.05,4524,4510,695,1,content_cluster,content_cluster=content_k5_c2,739,261
197,190,7,0.9949238578680203,0.6772486772486772,62,0.9838709677419355,0,0.0,0,0.0,5,1.0,0.7456665256270661,0.6036036700968238,29.13097007984319,29.876636605470257,0.7456665256270661,0.909116707304817,0.2013656911155074,C_official_internal,hgb,0.15,0.05,4524,4510,744,1,content_cluster,content_cluster=content_k5_c3,803,197
226,198,28,0.9247787610619469,0.47802197802197804,110,0.8636363636363636,86,0.9418604651162791,35,0.8571428571428571,49,0.9591836734693877,0.16071285751039074,0.11657329366009993,37.85682939712761,38.017542254638,0.16071285751039074,0.7054597574951191,0.3527866657898909,C_official_internal,hgb,0.15,0.05,4524,4510,736,1,content_cluster,content_cluster=content_k5_c4,774,226
250,232,18,0.944,0.5342465753424658,115,0.8869565217391304,14,1.0,11,1.0,0,0.0,0.7653416533132904,0.5901442092044641,30.908283717754124,31.673625371067416,0.7653416533132904,0.8881432777800184,0.3546943303763605,C_official_internal,hgb,0.15,0.05,4524,4510,702,1,residual_energy_bin,residual_energy_bin=residual_high_q4,750,250
250,225,25,0.844,0.6649214659685864,94,0.6808510638297872,152,0.7894736842105263,68,0.6617647058823529,250,0.844,0.38058953930190365,0.3086862708648387,38.83344644305326,39.21403598235517,0.38058953930190365,0.8859517550867289,0.436002678125749,C_official_internal,hgb,0.15,0.05,4524,4510,709,1,residual_energy_bin,residual_energy_bin=residual_low_q1,750,250
