feature,op,threshold,train_mean_psnr,train_gain_vs_lfv1_psnr,train_residual_precision,train_residual_recall,split_family,split,feature_set,valid_mean_psnr,valid_gain_vs_lfv1_psnr,valid_oracle_recovery,valid_residual_precision,valid_residual_recall
residual_lfv1_luma_mean_delta,>=,-0.0026935338973999023,33.06819703252791,0.12124394301273395,0.5392491467576792,0.7959697732997482,beta_leave_one,beta>=1.7,strict_output_proxy,30.396735245700715,-0.17095816686088247,-0.32561482991178653,0.4817073170731707,0.7053571428571429
residual_lfv1_edge_mean_delta,>=,0.001454528421163559,32.42542368558919,0.06774583753775817,0.5766666666666667,0.4250614250614251,degradation_combo_group5,0,strict_output_proxy,32.787581588295716,0.07867671592654761,0.12731249711474565,0.5616438356164384,0.4019607843137255
residual_lfv1_luma_std_delta,>=,0.00012055039405822754,32.63572218919719,0.10478459670199054,0.5511022044088176,0.6756756756756757,degradation_combo_group5,1,strict_output_proxy,32.014300874840266,-0.005874963645502003,-0.010838364049712675,0.5040650406504065,0.6078431372549019
residual_baseline_edge_mean_delta,>=,0.0001473650336265564,32.49784138665033,0.07572637725953373,0.56,0.681265206812652,degradation_combo_group5,2,strict_output_proxy,32.54671081008,0.09379844794667823,0.1431825548858777,0.5166666666666667,0.6326530612244898
residual_baseline_edge_mean_delta,>=,0.0008196979761123657,32.34828134094324,0.08783473816044901,0.56,0.56,degradation_combo_group5,3,strict_output_proxy,33.12084955771237,0.02543839196184698,0.043594332485948406,0.5353535353535354,0.48623853211009177
residual_lfv1_luma_std_delta,>=,0.0006189346313476562,32.697966096421204,0.12847003213183728,0.572139303482587,0.559610705596107,degradation_combo_group5,4,strict_output_proxy,31.72829170576548,-0.12434352425959465,-0.2615790246339135,0.4811320754716981,0.5204081632653061
residual_baseline_luma_std_ratio,>=,1.0017606804487746,32.50596133533772,0.07560385821742639,0.5457142857142857,0.5365168539325843,random_stratified,0,agreement_proxy,32.49026145913793,0.06684730595428864,0.10989590972814273,0.5704225352112676,0.5294117647058824
residual_lfv1_luma_std_higher_flag,>=,1.0,32.472642885514716,0.09554399087415108,0.5560439560439561,0.7106741573033708,random_stratified,1,agreement_proxy,32.61592069887708,0.0682365199074016,0.10713982866891908,0.5159574468085106,0.6339869281045751
residual_baseline_edge_mean_ratio,>=,1.0007804342561248,32.5473228186833,0.11065698366866798,0.5560640732265446,0.6825842696629213,random_stratified,2,agreement_proxy,32.407687202001775,-0.0010074494284133984,-0.0019160852447819062,0.5384615384615384,0.6405228758169934
residual_baseline_edge_mean_ratio,>=,1.0007968327763863,32.5337877246895,0.1184466459625017,0.5675057208237986,0.6966292134831461,random_stratified,3,agreement_proxy,32.44032913454027,-0.0181232815610608,-0.033301320116657075,0.5166666666666667,0.6078431372549019
residual_lfv1_luma_std_ratio,>=,1.000084630130493,32.65556494860337,0.09862660628202984,0.5537757437070938,0.6797752808988764,random_stratified,4,agreement_proxy,32.18823006382776,0.06017126277988684,0.10248193920678215,0.5198019801980198,0.6862745098039216
residual_lfv1_luma_std_higher_flag,>=,1.0,32.41403742144798,0.0569379487104659,0.5387523629489603,0.707196029776675,airlight_leave_one,0.65<=A<0.75,agreement_proxy,32.9376910713214,0.2137101181623233,0.3107832601163429,0.5701754385964912,0.6132075471698113
residual_lfv1_luma_std_higher_flag,>=,1.0,32.50207718499437,0.1070141546383094,0.5588235294117647,0.691747572815534,airlight_leave_one,0.75<=A<0.85,agreement_proxy,32.56659644465654,0.013383654380294326,0.02694424885088914,0.48872180451127817,0.6701030927835051
residual_lfv1_luma_std_ratio,>=,1.0003338889143467,32.73000202704273,0.10257634198910003,0.5484496124031008,0.6754176610978521,airlight_leave_one,0.85<=A<0.95,agreement_proxy,31.515751165394967,0.02633236670895481,0.04763154296407826,0.5350877192982456,0.6777777777777778
residual_lfv1_saturation_mean_ratio,>=,0.9730586876938043,32.05520737075701,0.11530646712491628,0.520259319286872,0.8818681318681318,airlight_leave_one,A<0.65,agreement_proxy,33.40999317532648,-0.18541137680461023,-0.3390666262875185,0.48120300751879697,0.8827586206896552
residual_lfv1_luma_std_ratio,>=,1.0001070472908042,32.834658803997876,0.10477365122945807,0.5421245421245421,0.6757990867579908,airlight_leave_one,A>=0.95,agreement_proxy,30.30342252599939,-0.032727128125230084,-0.051970731542814744,0.5543478260869565,0.7183098591549296
residual_lfv1_luma_std_ratio,>=,1.0003138199018096,32.43250696060462,0.08836745428237637,0.5463510848126233,0.6707021791767555,beta_leave_one,0.8<=beta<1.1,agreement_proxy,32.88464082044373,0.09297485871162245,0.15546603506557072,0.5447154471544715,0.6979166666666666
residual_lfv1_luma_std_ratio,>=,1.0001249932870693,32.54175903676595,0.07366225449895124,0.5429141716566867,0.6699507389162561,beta_leave_one,1.1<=beta<1.4,agreement_proxy,32.41148870929511,0.14350399902661162,0.23828388420307028,0.5514705882352942,0.7281553398058253
residual_baseline_highfreq_abs_mean_ratio,>=,1.0008172119512921,32.751532032303025,0.059975248816863856,0.5469061876247505,0.6782178217821783,beta_leave_one,1.4<=beta<1.7,agreement_proxy,31.48777378336441,0.11924365086750914,0.20470673573261902,0.5555555555555556,0.5714285714285714
residual_lfv1_luma_std_higher_flag,>=,1.0,31.818913832063167,0.1121267444333405,0.5593869731800766,0.7019230769230769,beta_leave_one,beta<0.8,agreement_proxy,35.37356892114613,-0.014276290511630195,-0.024879854847201267,0.4793388429752066,0.6236559139784946
residual_lfv1_luma_std_higher_flag,>=,1.0,33.06557625116157,0.11862316164638827,0.548828125,0.707808564231738,beta_leave_one,beta>=1.7,agreement_proxy,30.54286972988568,-0.024823682675914643,-0.04728033390109776,0.5267175572519084,0.6160714285714286
residual_lfv1_luma_std_higher_flag,>=,1.0,32.42980285896265,0.07212501091121923,0.5435203094777563,0.6904176904176904,degradation_combo_group5,0,agreement_proxy,32.856784802051074,0.14787992968190083,0.23929523365632846,0.5476190476190477,0.6764705882352942
residual_lfv1_luma_std_higher_flag,>=,1.0,32.64156179998008,0.11062420748488924,0.5505836575875487,0.6953316953316954,degradation_combo_group5,1,agreement_proxy,32.015016673330045,-0.005159165155722675,-0.00951783083681311,0.5193798449612403,0.6568627450980392
residual_baseline_edge_mean_ratio,>=,1.0007755755610714,32.49501096509067,0.07289595569987246,0.558,0.6788321167883211,degradation_combo_group5,2,agreement_proxy,32.54671081008,0.09379844794667823,0.1431825548858777,0.5166666666666667,0.6326530612244898
residual_lfv1_luma_std_higher_flag,>=,1.0,32.34361092823046,0.08316432544767552,0.5265225933202358,0.67,degradation_combo_group5,3,agreement_proxy,33.19940844710093,0.10399728135041543,0.1782224311829323,0.6119402985074627,0.7522935779816514
residual_lfv1_luma_std_ratio,>=,1.0046581716783574,32.69319869234687,0.12370262805750407,0.5946843853820598,0.43552311435523117,degradation_combo_group5,4,agreement_proxy,31.70879617085858,-0.14383905916649664,-0.3025913977030349,0.43209876543209874,0.35714285714285715
airlight,>=,0.7,32.50346742173472,0.07310994461441882,0.5277161862527716,0.6685393258426966,random_stratified,0,metadata_diagnostic,32.43684684401309,0.013432690829451222,0.02208313046764924,0.5089820359281437,0.5555555555555556
height,>=,480.0,32.42269583941377,0.045596944773207415,0.5272206303724928,0.5168539325842697,random_stratified,1,metadata_diagnostic,32.63974566858606,0.09206148961637826,0.14454799626195994,0.5629139072847682,0.5555555555555556
height,>=,440.0,32.4914597979462,0.054793962931566055,0.5314285714285715,0.5224719101123596,random_stratified,2,metadata_diagnostic,32.4792964320104,0.07060178058020809,0.13427873023672593,0.5533333333333333,0.5424836601307189
height,>=,480.0,32.5054598290528,0.09011875032580437,0.5605633802816902,0.5589887640449438,random_stratified,3,metadata_diagnostic,32.44662969276165,-0.011822723339681313,-0.02172411730507571,0.4827586206896552,0.45751633986928103
height,>=,480.0,32.62280753338851,0.0658691910671646,0.5449275362318841,0.5280898876404494,random_stratified,4,metadata_diagnostic,32.17281838264502,0.04475958159714484,0.0762332134683551,0.5225806451612903,0.5294117647058824
height,>=,480.0,32.4035412023322,0.046441729594678856,0.524390243902439,0.533498759305211,airlight_leave_one,0.65<=A<0.75,metadata_diagnostic,32.837920510751076,0.11393955759199748,0.16569410690119393,0.6,0.5094339622641509
airlight,>=,0.7,32.47726880339216,0.08220577303610045,0.553921568627451,0.5485436893203883,airlight_leave_one,0.75<=A<0.85,metadata_diagnostic,32.506851874944864,-0.04636091533138486,-0.09333475029682921,0.46190476190476193,1.0
height,>=,480.0,32.68081103386431,0.05338534881066812,0.5397590361445783,0.5346062052505967,airlight_leave_one,0.85<=A<0.95,metadata_diagnostic,31.577952487013764,0.08853368832775692,0.16014497390080018,0.5294117647058824,0.5
beta,<=,1.84,32.04774560674031,0.10784470310821312,0.5370967741935484,0.9148351648351648,airlight_leave_one,A<0.65,metadata_diagnostic,33.41631742062283,-0.17908713150825503,-0.3275013137732297,0.4942528735632184,0.8896551724137931
height,>=,480.0,32.79315123756149,0.06326608479306806,0.5351473922902494,0.5388127853881278,airlight_leave_one,A>=0.95,metadata_diagnostic,30.369814337593013,0.03366468346839037,0.053459570919721484,0.559322033898305,0.4647887323943662
airlight,>=,0.69,32.408351333213695,0.0642118268914441,0.5221579961464354,0.6561743341404358,beta_leave_one,0.8<=beta<1.1,metadata_diagnostic,32.80715830380076,0.015492342068654465,0.02590520737185234,0.5344827586206896,0.6458333333333334
height,>=,480.0,32.54679049693931,0.07869371467230366,0.5411471321695761,0.5344827586206896,beta_leave_one,1.1<=beta<1.4,metadata_diagnostic,32.25041005083956,-0.017574659428927504,-0.029182170118439512,0.5252525252525253,0.5048543689320388
height,>=,480.0,32.72519540980636,0.03363862632019743,0.5248756218905473,0.5222772277227723,beta_leave_one,1.4<=beta<1.7,metadata_diagnostic,31.532307863872184,0.16377773137527904,0.2811588250747043,0.5918367346938775,0.5523809523809524
height,>=,480.0,31.78044426875941,0.0736571811295856,0.5555555555555556,0.5288461538461539,beta_leave_one,beta<0.8,metadata_diagnostic,35.3894571228719,0.0016119112141420385,0.002809141282307124,0.47115384615384615,0.5268817204301075
airlight,>=,0.68,33.04206898060328,0.09511589108810427,0.5261044176706827,0.6599496221662469,beta_leave_one,beta>=1.7,metadata_diagnostic,30.416560209889973,-0.15113320267162728,-0.28785528638705626,0.5095541401273885,0.7142857142857143
height,>=,480.0,32.43182999817722,0.07415215012578062,0.5422885572139303,0.5356265356265356,degradation_combo_group5,0,metadata_diagnostic,32.710341391153555,0.0014365187843778284,0.0023245351745759552,0.5204081632653061,0.5
height,>=,480.0,32.58875921209097,0.05782161959577442,0.5373134328358209,0.5307125307125307,degradation_combo_group5,1,metadata_diagnostic,32.08652824728743,0.06635240880166621,0.12240953400935775,0.5408163265306123,0.5196078431372549
airlight,>=,0.69,32.47097577437405,0.048860764983251634,0.5390625,0.6715328467153284,degradation_combo_group5,2,metadata_diagnostic,32.53273212092411,0.0798197587907917,0.12184420152172455,0.4634146341463415,0.5816326530612245
height,>=,480.0,32.32075096910145,0.06030436631866677,0.5368956743002544,0.5275,degradation_combo_group5,3,metadata_diagnostic,33.15189434752934,0.0564831817788255,0.09679647243518612,0.5420560747663551,0.5321100917431193
airlight,>=,0.68,32.64164649098463,0.07215042669525568,0.529296875,0.6593673965936739,degradation_combo_group5,4,metadata_diagnostic,31.768862620949903,-0.08377260907516504,-0.17623078888427865,0.4965034965034965,0.7244897959183674
rescalib_from_lfv1_residual_error_ratio,<=,0.9954224745729039,32.99067451855306,0.560317041432763,0.9942857142857143,0.9775280898876404,random_stratified,0,gt_diagnostic_leakage_check,33.030459834111525,0.6070456809278831,0.9979734620528806,0.9866666666666667,0.9673202614379085
rescalib_from_lfv1_residual_error_ratio,<=,0.9950880744154456,32.92496924161703,0.5478703469764593,0.9914285714285714,0.9747191011235955,random_stratified,1,gt_diagnostic_leakage_check,33.18325856701535,0.6355743880456756,0.9979308899981063,0.9932885906040269,0.9673202614379085
rescalib_from_lfv1_residual_error_ratio,<=,0.9954224745729039,33.03200508563941,0.595339250624781,0.9885714285714285,0.9719101123595506,random_stratified,2,gt_diagnostic_leakage_check,32.93402184424336,0.5253271928131744,0.9991287447720748,1.0,0.9803921568627451
rescalib_from_lfv1_residual_error_ratio,<=,0.9943499430408775,33.00237634242961,0.5870352637026178,0.9885714285714285,0.9719101123595506,random_stratified,3,gt_diagnostic_leakage_check,33.00206932488648,0.543616908785146,0.998889778282631,1.0,0.9673202614379085
rescalib_from_lfv1_residual_error_ratio,<=,0.9948065264993264,33.12577006104312,0.5688317187217745,0.9885714285714285,0.9719101123595506,random_stratified,4,gt_diagnostic_leakage_check,32.714723321687806,0.5866645206399403,0.9991898949990996,1.0,0.9738562091503268
rescalib_from_lfv1_lf_mse_delta,<=,-2.7561327442526817e-07,32.90412827994029,0.5470288072027699,0.9801488833746899,0.9801488833746899,airlight_leave_one,0.65<=A<0.75,gt_diagnostic_leakage_check,33.41073930232397,0.686758349164887,0.9987032925762949,0.9813084112149533,0.9905660377358491
rescalib_from_lfv1_residual_error_ratio,<=,0.9865267275940136,32.98942768280966,0.5943646524536055,0.9949367088607595,0.9538834951456311,airlight_leave_one,0.75<=A<0.85,gt_diagnostic_leakage_check,33.04661094033398,0.4933981500577287,0.9933193251984908,1.0,0.9072164948453608
rescalib_from_lfv1_residual_error_ratio,<=,0.9957040224890229,33.2065621334492,0.579136448395564,0.9927360774818402,0.9785202863961814,airlight_leave_one,0.85<=A<0.95,gt_diagnostic_leakage_check,32.04117678190655,0.5517579832205391,0.9980524870407835,0.9886363636363636,0.9666666666666667
rescalib_from_lfv1_lf_mse_delta,<=,-3.38922836817801e-06,32.52537697203943,0.5854760684073368,0.9971671388101983,0.967032967032967,airlight_leave_one,A<0.65,gt_diagnostic_leakage_check,34.13672071324664,0.5413161611155518,0.989918998863705,0.9925373134328358,0.9172413793103448
rescalib_from_lfv1_lf_mse_delta,<=,-3.4380354918539524e-07,33.29614651376404,0.5662613609956231,0.9816933638443935,0.9794520547945206,airlight_leave_one,A>=0.95,gt_diagnostic_leakage_check,30.965788902583103,0.6296392484584804,0.999868128521444,0.9861111111111112,1.0
rescalib_from_lfv1_residual_error_ratio,<=,0.9965977274714434,32.91315743327552,0.5690179269532755,0.9926108374384236,0.9757869249394673,beta_leave_one,0.8<=beta<1.1,gt_diagnostic_leakage_check,33.38938029054457,0.5977143288124648,0.9994559614290287,0.9896907216494846,1.0
rescalib_from_lfv1_residual_error_ratio,<=,0.9957040224890229,33.03566656347422,0.5675697812072218,0.9900249376558603,0.9778325123152709,beta_leave_one,1.1<=beta<1.4,gt_diagnostic_leakage_check,32.869601907469246,0.6016171972007536,0.998966464521842,1.0,0.970873786407767
rescalib_from_lfv1_residual_error_ratio,<=,0.9988505292209802,33.26444702960974,0.5728902461235749,0.9925187032418953,0.9851485148514851,beta_leave_one,1.4<=beta<1.7,gt_diagnostic_leakage_check,31.9486666946354,0.5801365621385003,0.9959260811837034,0.9622641509433962,0.9714285714285714
rescalib_from_lfv1_residual_error_ratio,<=,0.9885222960894186,32.28087260957595,0.5740855219461247,0.9925373134328358,0.9591346153846154,beta_leave_one,beta<0.8,gt_diagnostic_leakage_check,35.95893207036431,0.5710868587065461,0.9952556049618063,1.0,0.9354838709677419
rescalib_from_lfv1_residual_error_ratio,<=,0.9939407659807007,33.53475937651798,0.587806287002799,0.989769820971867,0.9748110831234257,beta_leave_one,beta>=1.7,gt_diagnostic_leakage_check,31.091949620597212,0.5242562080356107,0.9985226160539353,1.0,0.9464285714285714
rescalib_from_lfv1_residual_error_ratio,<=,0.9951409266567848,32.92115267040642,0.563474822354986,0.99,0.972972972972973,degradation_combo_group5,0,gt_diagnostic_leakage_check,33.3264135799297,0.6175087075605235,0.999235601331221,1.0,0.9803921568627451
rescalib_from_lfv1_residual_error_ratio,<=,0.9957040224890229,33.11363971705297,0.5827021245577755,0.9925,0.9754299754299754,degradation_combo_group5,1,gt_diagnostic_leakage_check,32.56130130847717,0.5411254699914031,0.9982895544943502,0.9900990099009901,0.9803921568627451
rescalib_from_lfv1_residual_error_ratio,<=,0.9938185826797101,32.975842298645574,0.5537272892547772,0.9925,0.9659367396593674,degradation_combo_group5,2,gt_diagnostic_leakage_check,33.107765054053964,0.6548526919206507,0.9996272172477226,0.9896907216494846,0.9795918367346939
rescalib_from_lfv1_lf_mse_delta,<=,-3.66999302059412e-07,32.83263988215388,0.5721932793710907,0.9825,0.9825,degradation_combo_group5,3,gt_diagnostic_leakage_check,33.677821835394504,0.5824106696439887,0.9980899898823812,0.981651376146789,0.981651376146789
rescalib_from_lfv1_residual_error_ratio,<=,0.9914635166900801,33.167972273815415,0.5984762095260469,0.9925373134328358,0.9708029197080292,degradation_combo_group5,4,gt_diagnostic_leakage_check,32.32580388327009,0.47316865324501917,0.995395582843343,0.9891304347826086,0.9285714285714286
