name,feature_set,model_type,num_images,mean_psnr,mean_ssim,gain_vs_lfv1_psnr,gain_vs_baseline_psnr,residual_selection_count,lfv1_selection_count,residual_precision,residual_recall,two_way_accuracy,lost_lfv1_gain_selected_count,residual_worst_selected_count,split,oracle_recovery,prob_threshold
decision_stump,output_proxy,stump,300,32.14251412176684,0.9835817450284958,0.014455320718965936,0.27352495784959546,188,112,0.5053191489361702,0.6209150326797386,0.49666666666666665,40,34,4,0.024619880499346762,
ridge_logistic,output_proxy,logistic,300,32.176777037338944,0.9835775762796402,0.04871823629106754,0.30778787342169706,211,89,0.5308056872037915,0.7320261437908496,0.5333333333333333,47,32,4,0.08297547864512711,0.473088711752902
always_lfv1,metadata_proxy,baseline,300,32.42341415318364,0.9850379580259323,0.0,0.14849304493636575,0,300,,0.0,0.49,0,0,0,0.0,
always_residual,metadata_proxy,baseline,300,32.38798337562583,0.984958867430687,-0.035430777557812765,0.11306226737855297,300,0,0.51,1.0,0.51,64,53,0,-0.05824763580979427,
two_way_oracle,metadata_proxy,oracle,300,33.0316925333313,0.9858817841609319,0.6082783801476647,0.7567714250840303,153,147,1.0,1.0,1.0,0,0,0,1.0,
decision_stump,metadata_proxy,stump,300,32.47273840266805,0.9851037106911341,0.04932424948440962,0.19781729442077536,148,152,0.5135135135135135,0.49673202614379086,0.5033333333333333,31,21,0,0.08108828308583932,
ridge_logistic,metadata_proxy,logistic,300,32.47265968453719,0.9850900137424469,0.04924553135355352,0.19773857628991925,160,140,0.5125,0.5359477124183006,0.5033333333333333,35,23,0,0.08095887172843257,0.49503176701424906
always_lfv1,metadata_proxy,baseline,300,32.54768417896968,0.9839076377948125,0.0,0.1849676030290456,0,300,,0.0,0.49,0,0,1,0.0,
always_residual,metadata_proxy,baseline,300,32.54663334236749,0.9840051833788553,-0.0010508366021808632,0.18391676642686475,300,0,0.51,1.0,0.51,65,48,1,-0.0016499442478817644,
two_way_oracle,metadata_proxy,oracle,300,33.18457636701175,0.9848209047317504,0.6368921880420814,0.821859791071127,153,147,1.0,1.0,1.0,0,0,1,1.0,
decision_stump,metadata_proxy,stump,300,32.63974566858606,0.9839901985724767,0.09206148961637826,0.2770290926454239,151,149,0.5629139072847682,0.5555555555555556,0.5533333333333333,26,19,1,0.14454799626195994,
ridge_logistic,metadata_proxy,logistic,300,32.621515008283225,0.9839198096593221,0.07383082931355234,0.258798432342598,161,139,0.5527950310559007,0.5816993464052288,0.5466666666666666,30,21,1,0.1159235906794858,0.49860690346020514
always_lfv1,metadata_proxy,baseline,300,32.40869465143019,0.9844014889001846,0.0,0.2601049467771159,0,300,,0.0,0.49,0,0,2,0.0,
always_residual,metadata_proxy,baseline,300,32.372741106397314,0.9841548754771551,-0.03595354503287437,0.22415140174424153,300,0,0.51,1.0,0.51,63,51,2,-0.06838066030131681,
two_way_oracle,metadata_proxy,oracle,300,32.93447993742255,0.9849240066607793,0.5257852859923614,0.7858902327694774,153,147,1.0,1.0,1.0,0,0,2,1.0,
decision_stump,metadata_proxy,stump,300,32.4792964320104,0.9844343749682108,0.07060178058020809,0.330706727357324,150,150,0.5533333333333333,0.5424836601307189,0.5433333333333333,23,25,2,0.13427873023672593,
ridge_logistic,metadata_proxy,logistic,300,32.50100398310973,0.9845195029179256,0.09230933167954326,0.3524142784566592,211,89,0.5545023696682464,0.7647058823529411,0.5666666666666667,36,35,2,0.17556469178349035,0.49048483095900836
always_lfv1,metadata_proxy,baseline,300,32.45845241610133,0.9838229829072952,0.0,0.24174490459312087,0,300,,0.0,0.49,0,0,3,0.0,
always_residual,metadata_proxy,baseline,300,32.370664318805574,0.9839528248707453,-0.087788097295755,0.15395680729736588,300,0,0.51,1.0,0.51,62,55,3,-0.16130961275575179,
two_way_oracle,metadata_proxy,oracle,300,33.002673530987266,0.9848424629370371,0.5442211148859432,0.7859660194790641,153,147,1.0,1.0,1.0,0,0,3,1.0,
decision_stump,metadata_proxy,stump,300,32.44662969276165,0.9837873103221257,-0.011822723339681313,0.22992218125343952,145,155,0.4827586206896552,0.45751633986928103,0.47333333333333333,30,26,3,-0.02172411730507571,
ridge_logistic,metadata_proxy,logistic,300,32.4587085373632,0.9837987834215164,0.0002561212618663333,0.2420010258549872,136,164,0.47794117647058826,0.42483660130718953,0.47,28,25,3,0.00047061985443179786,0.5473915875133849
always_lfv1,metadata_proxy,baseline,300,32.12805880104787,0.9834058014551799,0.0,0.2590696371306295,0,300,,0.0,0.49,0,0,4,0.0,
always_residual,metadata_proxy,baseline,300,32.090713697414664,0.9837073910236359,-0.03734510363320063,0.2217245334974289,300,0,0.51,1.0,0.51,69,48,4,-0.06360509092536355,
two_way_oracle,metadata_proxy,oracle,300,32.71519896687237,0.9844519972801209,0.5871401658245042,0.8462098029551339,153,147,1.0,1.0,1.0,0,0,4,1.0,
decision_stump,metadata_proxy,stump,300,32.17281838264502,0.9835334604978562,0.04475958159714484,0.30382921872777435,155,145,0.5225806451612903,0.5294117647058824,0.5133333333333333,32,22,4,0.0762332134683551,
ridge_logistic,metadata_proxy,logistic,300,32.16640889160782,0.9835069384177526,0.03835009055995366,0.29741972769058317,111,189,0.5225225225225225,0.3790849673202614,0.5066666666666667,23,15,4,0.065316755337458,0.5325667189860959
always_lfv1,output_plus_metadata_proxy,baseline,300,32.42341415318364,0.9850379580259323,0.0,0.14849304493636575,0,300,,0.0,0.49,0,0,0,0.0,
always_residual,output_plus_metadata_proxy,baseline,300,32.38798337562583,0.984958867430687,-0.035430777557812765,0.11306226737855297,300,0,0.51,1.0,0.51,64,53,0,-0.05824763580979427,
two_way_oracle,output_plus_metadata_proxy,oracle,300,33.0316925333313,0.9858817841609319,0.6082783801476647,0.7567714250840303,153,147,1.0,1.0,1.0,0,0,0,1.0,
decision_stump,output_plus_metadata_proxy,stump,300,32.490735916098494,0.9852026307582855,0.06732176291485531,0.21581480785122106,201,99,0.5323383084577115,0.6993464052287581,0.5333333333333333,43,30,0,0.11067590943888617,
ridge_logistic,output_plus_metadata_proxy,logistic,300,32.45870014851703,0.9851233208179474,0.03528599533339076,0.18377904026975653,234,66,0.5299145299145299,0.8104575163398693,0.5366666666666666,53,33,0,0.05800961613139167,0.4660089540392811
always_lfv1,output_plus_metadata_proxy,baseline,300,32.54768417896968,0.9839076377948125,0.0,0.1849676030290456,0,300,,0.0,0.49,0,0,1,0.0,
always_residual,output_plus_metadata_proxy,baseline,300,32.54663334236749,0.9840051833788553,-0.0010508366021808632,0.18391676642686475,300,0,0.51,1.0,0.51,65,48,1,-0.0016499442478817644,
two_way_oracle,output_plus_metadata_proxy,oracle,300,33.18457636701175,0.9848209047317504,0.6368921880420814,0.821859791071127,153,147,1.0,1.0,1.0,0,0,1,1.0,
decision_stump,output_plus_metadata_proxy,stump,300,32.5992928117567,0.9838708647092184,0.051608632787016606,0.23657623581606227,202,98,0.504950495049505,0.6666666666666666,0.49666666666666665,43,31,1,0.08103197645691121,
ridge_logistic,output_plus_metadata_proxy,logistic,300,32.60934530685986,0.9839578117926916,0.06166112789017439,0.24662873091922005,200,100,0.535,0.6993464052287581,0.5366666666666666,44,26,1,0.09681564485777655,0.4864933734803432
always_lfv1,output_plus_metadata_proxy,baseline,300,32.40869465143019,0.9844014889001846,0.0,0.2601049467771159,0,300,,0.0,0.49,0,0,2,0.0,
always_residual,output_plus_metadata_proxy,baseline,300,32.372741106397314,0.9841548754771551,-0.03595354503287437,0.22415140174424153,300,0,0.51,1.0,0.51,63,51,2,-0.06838066030131681,
two_way_oracle,output_plus_metadata_proxy,oracle,300,32.93447993742255,0.9849240066607793,0.5257852859923614,0.7858902327694774,153,147,1.0,1.0,1.0,0,0,2,1.0,
decision_stump,output_plus_metadata_proxy,stump,300,32.403133265112935,0.9842304283380509,-0.005561386317255259,0.25454356045986065,173,127,0.5433526011560693,0.6143790849673203,0.54,37,27,2,-0.010577295457705247,
ridge_logistic,output_plus_metadata_proxy,logistic,300,32.49386292348507,0.9842773268620173,0.08516827205487314,0.3452732188319891,185,115,0.5459459459459459,0.6601307189542484,0.5466666666666666,32,28,2,0.16198298872918718,0.4926918326601921
always_lfv1,output_plus_metadata_proxy,baseline,300,32.45845241610133,0.9838229829072952,0.0,0.24174490459312087,0,300,,0.0,0.49,0,0,3,0.0,
always_residual,output_plus_metadata_proxy,baseline,300,32.370664318805574,0.9839528248707453,-0.087788097295755,0.15395680729736588,300,0,0.51,1.0,0.51,62,55,3,-0.16130961275575179,
two_way_oracle,output_plus_metadata_proxy,oracle,300,33.002673530987266,0.9848424629370371,0.5442211148859432,0.7859660194790641,153,147,1.0,1.0,1.0,0,0,3,1.0,
decision_stump,output_plus_metadata_proxy,stump,300,32.43353368430833,0.9839703460534414,-0.024918731792999662,0.2168261728001212,180,120,0.5111111111111111,0.6013071895424836,0.5033333333333333,42,32,3,-0.045787881269954187,
ridge_logistic,output_plus_metadata_proxy,logistic,300,32.39298111372304,0.9838077402114869,-0.06547130237829044,0.17627360221483046,223,77,0.49327354260089684,0.7189542483660131,0.48,51,42,3,-0.1203027603807908,0.4622453244375482
always_lfv1,output_plus_metadata_proxy,baseline,300,32.12805880104787,0.9834058014551799,0.0,0.2590696371306295,0,300,,0.0,0.49,0,0,4,0.0,
always_residual,output_plus_metadata_proxy,baseline,300,32.090713697414664,0.9837073910236359,-0.03734510363320063,0.2217245334974289,300,0,0.51,1.0,0.51,69,48,4,-0.06360509092536355,
two_way_oracle,output_plus_metadata_proxy,oracle,300,32.71519896687237,0.9844519972801209,0.5871401658245042,0.8462098029551339,153,147,1.0,1.0,1.0,0,0,4,1.0,
decision_stump,output_plus_metadata_proxy,stump,300,32.14251412176684,0.9835817450284958,0.014455320718965936,0.27352495784959546,188,112,0.5053191489361702,0.6209150326797386,0.49666666666666665,40,34,4,0.024619880499346762,
ridge_logistic,output_plus_metadata_proxy,logistic,300,32.17603942087897,0.9837433409690857,0.04798061983110056,0.3070502569617301,257,43,0.5136186770428015,0.8627450980392157,0.5133333333333333,56,41,4,0.0817191918112479,0.42448979633735984
always_lfv1,gt_diagnostic_leakage_check,baseline,300,32.42341415318364,0.9850379580259323,0.0,0.14849304493636575,0,300,,0.0,0.49,0,0,0,0.0,
always_residual,gt_diagnostic_leakage_check,baseline,300,32.38798337562583,0.984958867430687,-0.035430777557812765,0.11306226737855297,300,0,0.51,1.0,0.51,64,53,0,-0.05824763580979427,
two_way_oracle,gt_diagnostic_leakage_check,oracle,300,33.0316925333313,0.9858817841609319,0.6082783801476647,0.7567714250840303,153,147,1.0,1.0,1.0,0,0,0,1.0,
decision_stump,gt_diagnostic_leakage_check,stump,300,33.030459834111525,0.9858815528949102,0.6070456809278831,0.7555387258642489,150,150,0.9866666666666667,0.9673202614379085,0.9766666666666667,0,0,0,0.9979734620528806,
ridge_logistic,gt_diagnostic_leakage_check,logistic,300,33.02672202464024,0.985853523015976,0.603307871456601,0.7518009163929668,154,146,0.948051948051948,0.954248366013072,0.95,1,0,0,0.9918285626231579,0.5
always_lfv1,gt_diagnostic_leakage_check,baseline,300,32.54768417896968,0.9839076377948125,0.0,0.1849676030290456,0,300,,0.0,0.49,0,0,1,0.0,
always_residual,gt_diagnostic_leakage_check,baseline,300,32.54663334236749,0.9840051833788553,-0.0010508366021808632,0.18391676642686475,300,0,0.51,1.0,0.51,65,48,1,-0.0016499442478817644,
two_way_oracle,gt_diagnostic_leakage_check,oracle,300,33.18457636701175,0.9848209047317504,0.6368921880420814,0.821859791071127,153,147,1.0,1.0,1.0,0,0,1,1.0,
decision_stump,gt_diagnostic_leakage_check,stump,300,33.18325856701535,0.9848220487435658,0.6355743880456756,0.8205419910747213,149,151,0.9932885906040269,0.9673202614379085,0.98,0,0,1,0.9979308899981063,
ridge_logistic,gt_diagnostic_leakage_check,logistic,300,33.1827413529362,0.9848546419541041,0.6350571739665178,0.8200247769955634,153,147,0.9738562091503268,0.9738562091503268,0.9733333333333334,0,0,1,0.9971187995236609,0.5263294529652731
always_lfv1,gt_diagnostic_leakage_check,baseline,300,32.40869465143019,0.9844014889001846,0.0,0.2601049467771159,0,300,,0.0,0.49,0,0,2,0.0,
always_residual,gt_diagnostic_leakage_check,baseline,300,32.372741106397314,0.9841548754771551,-0.03595354503287437,0.22415140174424153,300,0,0.51,1.0,0.51,63,51,2,-0.06838066030131681,
two_way_oracle,gt_diagnostic_leakage_check,oracle,300,32.93447993742255,0.9849240066607793,0.5257852859923614,0.7858902327694774,153,147,1.0,1.0,1.0,0,0,2,1.0,
decision_stump,gt_diagnostic_leakage_check,stump,300,32.93402184424336,0.9849219940106074,0.5253271928131744,0.7854321395902902,150,150,1.0,0.9803921568627451,0.99,0,0,2,0.9991287447720748,
ridge_logistic,gt_diagnostic_leakage_check,logistic,300,32.93361509352446,0.9849250610669454,0.5249204420942696,0.7850253888713856,154,146,0.9805194805194806,0.9869281045751634,0.9833333333333333,0,0,2,0.9983551386447426,0.5308093786419258
always_lfv1,gt_diagnostic_leakage_check,baseline,300,32.45845241610133,0.9838229829072952,0.0,0.24174490459312087,0,300,,0.0,0.49,0,0,3,0.0,
always_residual,gt_diagnostic_leakage_check,baseline,300,32.370664318805574,0.9839528248707453,-0.087788097295755,0.15395680729736588,300,0,0.51,1.0,0.51,62,55,3,-0.16130961275575179,
two_way_oracle,gt_diagnostic_leakage_check,oracle,300,33.002673530987266,0.9848424629370371,0.5442211148859432,0.7859660194790641,153,147,1.0,1.0,1.0,0,0,3,1.0,
decision_stump,gt_diagnostic_leakage_check,stump,300,33.00206932488648,0.9848369975884755,0.543616908785146,0.785361813378267,148,152,1.0,0.9673202614379085,0.9833333333333333,0,0,3,0.998889778282631,
ridge_logistic,gt_diagnostic_leakage_check,logistic,300,32.99996073818161,0.984837047457695,0.5415083220802799,0.7832532266734008,151,149,0.9668874172185431,0.954248366013072,0.96,0,0,3,0.9950152746163996,0.5026972877054399
always_lfv1,gt_diagnostic_leakage_check,baseline,300,32.12805880104787,0.9834058014551799,0.0,0.2590696371306295,0,300,,0.0,0.49,0,0,4,0.0,
always_residual,gt_diagnostic_leakage_check,baseline,300,32.090713697414664,0.9837073910236359,-0.03734510363320063,0.2217245334974289,300,0,0.51,1.0,0.51,69,48,4,-0.06360509092536355,
two_way_oracle,gt_diagnostic_leakage_check,oracle,300,32.71519896687237,0.9844519972801209,0.5871401658245042,0.8462098029551339,153,147,1.0,1.0,1.0,0,0,4,1.0,
decision_stump,gt_diagnostic_leakage_check,stump,300,32.714723321687806,0.9844593799114227,0.5866645206399403,0.8457341577705699,149,151,1.0,0.9738562091503268,0.9866666666666667,0,0,4,0.9991898949990996,
ridge_logistic,gt_diagnostic_leakage_check,logistic,300,32.71171990660811,0.9844269929329554,0.5836611055602361,0.8427307426908656,143,157,0.993006993006993,0.9281045751633987,0.96,0,0,4,0.9940745660631434,0.5421755006930955
