group_name,group_value,num_images,better_psnr_count,worse_psnr_count,better_030db_count,worse_030db_count,mean_baseline_psnr,mean_current_psnr,mean_delta_psnr,median_delta_psnr,p10_delta_psnr,p90_delta_psnr,min_delta_psnr,max_delta_psnr,mean_delta_ssim
airlight_beta_bin,0.65<=A<0.75 | 1.1<=beta<1.4,39,22,17,20,16,32.07395794079186,32.1557719115719,0.08181397078004839,0.3202179747512126,-2.0542269034150853,1.4200436795350402,-3.6163409213039763,8.891401106762949,-0.0004854874733166817
airlight_beta_bin,0.65<=A<0.75 | 1.4<=beta<1.7,40,14,26,11,24,32.46465099765035,31.68218881495226,-0.7824621826981026,-0.8043687737156766,-2.8339971423271297,1.031226364845314,-3.7183000474357115,3.110612819289237,-0.0011650145053863526
airlight_beta_bin,0.65<=A<0.75 | beta<0.8,42,20,22,18,16,35.47266561009011,35.40276756868025,-0.06989804140986498,-0.05386144970062112,-1.5958913588143027,2.035378041842661,-7.694374648155879,3.0037445967574214,0.0005045348689669655
airlight_beta_bin,0.65<=A<0.75 | beta>=1.7,42,19,23,11,20,30.339777987171384,30.00575556133892,-0.334022425832471,-0.2067266544591817,-1.6910614774883395,1.6014294082984804,-4.2513245247558515,2.521223465492916,0.0013986315046037947
airlight_beta_bin,0.75<=A<0.85 | 0.8<=beta<1.1,44,15,29,13,26,33.30719770033747,33.044188715621196,-0.26300898471628303,-0.5842900896602643,-1.5644456127748065,1.395339452358433,-3.1558575627448846,6.834859581662407,0.00030652907761660487
airlight_beta_bin,0.75<=A<0.85 | 1.1<=beta<1.4,36,14,22,10,16,31.879269981781015,31.708728023793,-0.17054195798801203,-0.18537717171673407,-1.508930348168688,1.406536064756482,-3.9944380280785836,2.3455029301763837,-0.0004597471819983588
airlight_beta_bin,0.75<=A<0.85 | 1.4<=beta<1.7,37,17,20,14,16,30.766823614123666,30.581851432190728,-0.18497218193293635,-0.08853599398112166,-2.599163521975414,1.587802512736239,-4.042225741346293,4.134731448933255,-0.0005617882754351642
airlight_beta_bin,0.75<=A<0.85 | beta<0.8,44,24,20,20,16,35.32629731724711,35.39792225692985,0.0716249396827413,0.04840417786550688,-2.175511175951489,1.8685838413817004,-3.4665006486386005,4.296761897629942,0.0002642314542423595
airlight_beta_bin,0.75<=A<0.85 | beta>=1.7,49,21,28,15,23,31.031406528530777,30.82108596692947,-0.21032056160130455,-0.1796497379708093,-2.2677346077748273,1.4178693663151665,-3.6496135960042935,4.981070199817832,-0.0010285401830867845
airlight_beta_bin,0.85<=A<0.95 | 0.8<=beta<1.1,27,15,12,11,8,31.733717332708828,31.799207355165574,0.06549002245675023,0.056764845555704824,-0.7281189042500195,1.4300720277540289,-3.633094766170661,2.4570491655588,0.0003111207926714862
airlight_beta_bin,0.85<=A<0.95 | 1.1<=beta<1.4,27,12,15,8,14,31.595974680117365,31.17065890561659,-0.42531577450077274,-0.38084063790198996,-1.8768710392711967,1.3727282445827484,-3.435336370006283,2.6001173082456113,-0.00038337486761587635
airlight_beta_bin,0.85<=A<0.95 | 1.4<=beta<1.7,46,24,22,20,18,31.341753470574478,31.165289070194316,-0.1764644003801535,0.1290165824167815,-1.6219104504994277,1.2173017537700996,-3.3676257855148286,2.1025268589746915,9.254528128582498e-05
airlight_beta_bin,0.85<=A<0.95 | beta<0.8,36,16,20,15,15,33.58292689956934,33.23522031525488,-0.3477065843144659,-0.09229231008333727,-2.2121838029588705,1.5294728187540052,-7.265791822369554,2.8363572697288078,-0.0002995381752649943
airlight_beta_bin,0.85<=A<0.95 | beta>=1.7,39,25,14,18,11,29.627956455092217,29.93302180416161,0.30506534906938515,0.2632713403018627,-1.4040095241677661,2.068008955330755,-3.6941641633828475,4.436917307793955,0.0006865996580857497
airlight_beta_bin,A<0.65 | 0.8<=beta<1.1,61,34,27,28,23,32.94494613758182,33.140140748153584,0.19519461057176424,0.1655071150240488,-2.030204113741469,2.1941443487252172,-3.397099057707205,6.456057512838576,0.0005616633618464235
airlight_beta_bin,A<0.65 | 1.1<=beta<1.4,67,33,34,28,32,33.49711155638416,33.250654140373484,-0.2464574160106836,-0.19963643728918612,-2.5940134788866414,2.2343983039492072,-6.193090562341794,5.563733477541643,0.0001842593079182639
airlight_beta_bin,A<0.65 | 1.4<=beta<1.7,54,24,30,21,27,31.91265904630322,31.76347824287936,-0.1491808034238648,-0.31507092779922985,-1.788691522480266,1.4108914885568968,-4.662893610349226,4.449048471114438,-0.00012476907836066352
airlight_beta_bin,A<0.65 | beta<0.8,55,24,31,18,25,36.92262592126077,36.7274296342725,-0.1951962869882674,-0.134929336832613,-2.0420823379827198,1.5265658676118734,-4.404966491517193,7.120304506419188,-0.0001941095698963512
airlight_beta_bin,A<0.65 | beta>=1.7,58,23,35,22,32,31.650724978744698,31.048648576705272,-0.6020764020394275,-0.45381965806794966,-3.4885931961947185,2.839042587133005,-9.65771359528556,5.20695017050047,-0.0007190961262275433
airlight_beta_bin,A>=0.95 | 0.8<=beta<1.1,25,17,8,11,8,30.83138515586125,31.050421404217218,0.21903624835597058,0.20062282487702277,-1.4740979470686575,1.660393141445975,-2.2324297174168706,3.609746645142099,0.0008570384979248046
airlight_beta_bin,A>=0.95 | 1.1<=beta<1.4,30,13,17,9,14,30.691690551921194,30.458220437611697,-0.23347011430950732,-0.20144012805424616,-1.7468822947275484,1.5653309372802717,-4.0230308663676055,3.7186189385210113,-0.0012414554754892986
airlight_beta_bin,A>=0.95 | 1.4<=beta<1.7,22,7,15,6,14,30.173410743833305,29.68400359679357,-0.4894071470397364,-0.9271522838188986,-2.1728998374781807,1.2112783912554002,-2.3126364545280893,2.5252196848391684,-0.0010614855722947555
airlight_beta_bin,A>=0.95 | beta<0.8,19,9,10,7,8,33.498548241247455,33.6898390939185,0.1912908526710492,-0.11522149868175546,-1.4698991216122834,1.7858346425555964,-5.2068429902842155,7.686066794844422,0.0003908245187056692
airlight_beta_bin,A>=0.95 | beta>=1.7,30,20,10,16,10,28.02866262051659,28.102781124903405,0.07411850438681546,0.4055001850708422,-1.396802947052731,1.4853977803937277,-4.401521114314807,3.209989920983862,0.0012251953283945718
