control,target_margin,feature_group,estimator_group,feature_set,head,split_family,split_group,splits,intervention_rate_mean,intervention_rate_std,intervention_precision_mean,intervention_precision_std,intervention_recall_mean,intervention_recall_std,nochange_false_intervention_rate_mean,nochange_false_intervention_rate_std,strong_nochange_false_intervention_rate_mean,strong_nochange_false_intervention_rate_std,residual_low_false_intervention_rate_mean,residual_low_false_intervention_rate_std,official_preserve_rate_mean,official_preserve_rate_std,low_residual_preserve_rate_mean,low_residual_preserve_rate_std,simulated_mean_psnr_gain_mean,simulated_mean_psnr_gain_std,bootstrap_gain_p05_mean,bootstrap_gain_p05_std,oracle_recovery_mean,oracle_recovery_std,confidence_corr_mean,confidence_corr_std,labeled_n_mean,labeled_n_std,ignored_n_mean,ignored_n_std,strong_official_FI_relative_reduction,all_nochange_FI_relative_reduction,precision_delta,simulated_gain_delta,bootstrap_gain_p05_delta,passes_relative_depth_line,passes_strong_absolute_line
real,0.2,C1,C1_basic,C1_basic,decision_tree,official_strength_heldout,test_strong_official,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14713067684956657,0.0,210.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C1,C1_basic,C1_basic,decision_tree,residual_low_energy_heldout,test_residual_low,1,0.132,0.0,0.75,0.0,0.1951219512195122,0.0,0.0851063829787234,0.0,0.014705882352941176,0.0,0.132,0.0,0.993421052631579,0.0,0.868,0.0,0.10199377657947939,0.0,0.0664852551690655,0.0,0.23742524698461015,0.0,0.2251231669622045,0.0,217.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C1,C1_basic,C1_basic,hgb,cr_strength_heldout,test_strong_cr,1,0.172,0.0,0.7714285714285715,0.0,0.2872340425531915,0.0,0.07017543859649122,0.0,0.0594059405940594,0.0,0.12345679012345678,0.0,0.8714285714285714,0.0,0.8765432098765432,0.0,0.13335193790477118,0.0,0.07699280382167396,0.0,0.4241223131445218,0.0,0.458978828643829,0.0,208.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C1,C1_basic,C1_basic,hgb,official_strength_heldout,test_strong_official,1,0.176,0.0,0.6388888888888888,0.0,0.27058823529411763,0.0,0.104,0.0,0.104,0.0,0.18421052631578946,0.0,0.8240000000000001,0.0,0.8157894736842105,0.0,0.031467579696845174,0.0,0.014100312756383654,0.0,0.1545222917370604,0.0,0.21528989919742206,0.0,210.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C1,C1_basic,C1_basic,hgb,residual_low_energy_heldout,test_residual_low,1,0.456,0.0,0.75,0.0,0.6585365853658537,0.0,0.2872340425531915,0.0,0.14705882352941177,0.0,0.456,0.0,0.7697368421052632,0.0,0.544,0.0,0.27908561686433153,0.0,0.21817544850294315,0.0,0.6496668104277036,0.0,0.4205076769872386,0.0,217.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C1,C1_basic,C1_basic,logistic,cr_strength_heldout,test_strong_cr,1,0.424,0.0,0.6136363636363636,0.0,0.574468085106383,0.0,0.2982456140350877,0.0,0.3069306930693069,0.0,0.42592592592592593,0.0,0.6142857142857143,0.0,0.5740740740740741,0.0,0.1914069567558713,0.0,0.1325493619342783,0.0,0.6087647658275919,0.0,0.3553092147926472,0.0,208.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C1,C1_basic,C1_basic,logistic,official_strength_heldout,test_strong_official,1,0.336,0.0,0.5735294117647058,0.0,0.4588235294117647,0.0,0.232,0.0,0.232,0.0,0.34210526315789475,0.0,0.6639999999999999,0.0,0.6578947368421053,0.0,0.06250834680970954,0.0,0.030996852539310144,0.0,0.30694871022125847,0.0,0.15754023692924127,0.0,210.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C1,C1_basic,C1_basic,logistic,residual_low_energy_heldout,test_residual_low,1,0.548,0.0,0.675,0.0,0.6585365853658537,0.0,0.4148936170212766,0.0,0.39705882352941174,0.0,0.548,0.0,0.5197368421052632,0.0,0.45199999999999996,0.0,0.2678678595087853,0.0,0.20638342513980443,0.0,0.6235536601936936,0.0,0.22861913803939968,0.0,217.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C2,both,C2_both,decision_tree,cr_strength_heldout,test_strong_cr,1,0.008,0.0,1.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,1.0,0.0,0.9938271604938271,0.0,0.018155703946650958,0.0,0.0,0.0,0.0577437364286344,0.0,0.35323946767642733,0.0,208.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C2,both,C2_both,decision_tree,official_strength_heldout,test_strong_official,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1471306768495666,0.0,210.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C2,both,C2_both,decision_tree,residual_low_energy_heldout,test_residual_low,1,0.132,0.0,0.75,0.0,0.1951219512195122,0.0,0.0851063829787234,0.0,0.014705882352941176,0.0,0.132,0.0,0.993421052631579,0.0,0.868,0.0,0.10199377657947939,0.0,0.0664852551690655,0.0,0.23742524698461015,0.0,0.2251231669622045,0.0,217.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C2,both,C2_both,hgb,cr_strength_heldout,test_strong_cr,1,0.22,0.0,0.6818181818181818,0.0,0.3191489361702128,0.0,0.12280701754385964,0.0,0.10891089108910891,0.0,0.15432098765432098,0.0,0.8238095238095238,0.0,0.845679012345679,0.0,0.13728366228489103,0.0,0.08289418234629964,0.0,0.4366270585943701,0.0,0.438945332089993,0.0,208.0,0.0,42.0,0.0,-0.8333333333333334,-0.75,-0.0896103896103897,0.00393172438011985,0.005901378524625675,0,0
real,0.2,C2,both,C2_both,hgb,official_strength_heldout,test_strong_official,1,0.136,0.0,0.7,0.0,0.24705882352941178,0.0,0.072,0.0,0.072,0.0,0.13815789473684212,0.0,0.864,0.0,0.8618421052631579,0.0,0.03035957233487727,0.0,0.015617401100408974,0.0,0.1490813954723254,0.0,0.2398473157744118,0.0,210.0,0.0,40.0,0.0,0.3076923076923077,0.3076923076923077,0.061111111111111116,-0.0011080073619679047,0.0015170883440253202,0,1
real,0.2,C2,both,C2_both,hgb,residual_low_energy_heldout,test_residual_low,1,0.436,0.0,0.7692307692307693,0.0,0.6504065040650406,0.0,0.2553191489361702,0.0,0.1323529411764706,0.0,0.436,0.0,0.7894736842105263,0.0,0.5640000000000001,0.0,0.2811539155698619,0.0,0.22061167084519417,0.0,0.6544814799837018,0.0,0.43471832575697317,0.0,217.0,0.0,33.0,0.0,0.10000000000000002,0.11111111111111126,0.019230769230769273,0.0020682987055303803,0.002436222342251021,0,0
real,0.2,C2,both,C2_both,logistic,cr_strength_heldout,test_strong_cr,1,0.44,0.0,0.5806451612903226,0.0,0.574468085106383,0.0,0.34210526315789475,0.0,0.3564356435643564,0.0,0.4444444444444444,0.0,0.5952380952380952,0.0,0.5555555555555556,0.0,0.1829487764775448,0.0,0.12268844783738789,0.0,0.5818637470572537,0.0,0.3454326427683474,0.0,208.0,0.0,42.0,0.0,-0.16129032258064513,-0.14705882352941185,-0.032991202346041026,-0.00845818027832651,-0.00986091409689041,0,0
real,0.2,C2,both,C2_both,logistic,official_strength_heldout,test_strong_official,1,0.344,0.0,0.5652173913043478,0.0,0.4588235294117647,0.0,0.24,0.0,0.24,0.0,0.35526315789473684,0.0,0.656,0.0,0.6447368421052632,0.0,0.05882314551919694,0.0,0.02559292987093847,0.0,0.28885244243046077,0.0,0.15028015759294047,0.0,210.0,0.0,40.0,0.0,-0.034482758620689564,-0.034482758620689564,-0.00831202046035806,-0.003685201290512599,-0.0054039226683716725,0,0
real,0.2,C2,both,C2_both,logistic,residual_low_energy_heldout,test_residual_low,1,0.544,0.0,0.6890756302521008,0.0,0.6666666666666666,0.0,0.39361702127659576,0.0,0.36764705882352944,0.0,0.544,0.0,0.5328947368421053,0.0,0.45599999999999996,0.0,0.2741869333220119,0.0,0.21097448162672228,0.0,0.6382634563316,0.0,0.23236099285346085,0.0,217.0,0.0,33.0,0.0,0.07407407407407396,0.051282051282051225,0.01407563025210079,0.0063190738132266056,0.004591056486917849,0,0
real,0.2,C2,both,C2_both_shuffled_depth,decision_tree,cr_strength_heldout,test_strong_cr,1,0.008,0.0,1.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,1.0,0.0,0.9938271604938271,0.0,0.018155703946650958,0.0,0.0,0.0,0.0577437364286344,0.0,0.35323946767642733,0.0,208.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C2,both,C2_both_shuffled_depth,decision_tree,official_strength_heldout,test_strong_official,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1471306768495666,0.0,210.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C2,both,C2_both_shuffled_depth,decision_tree,residual_low_energy_heldout,test_residual_low,1,0.132,0.0,0.75,0.0,0.1951219512195122,0.0,0.0851063829787234,0.0,0.014705882352941176,0.0,0.132,0.0,0.993421052631579,0.0,0.868,0.0,0.10199377657947939,0.0,0.0664852551690655,0.0,0.23742524698461015,0.0,0.22512316696220439,0.0,217.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C2,both,C2_both_shuffled_depth,hgb,cr_strength_heldout,test_strong_cr,1,0.172,0.0,0.7714285714285715,0.0,0.2872340425531915,0.0,0.07017543859649122,0.0,0.0594059405940594,0.0,0.12345679012345678,0.0,0.8714285714285714,0.0,0.8765432098765432,0.0,0.13335193790477118,0.0,0.07699280382167396,0.0,0.4241223131445218,0.0,0.458978828643829,0.0,208.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C2,both,C2_both_shuffled_depth,hgb,official_strength_heldout,test_strong_official,1,0.164,0.0,0.5588235294117647,0.0,0.2235294117647059,0.0,0.12,0.0,0.12,0.0,0.16447368421052633,0.0,0.836,0.0,0.8355263157894737,0.0,0.024242787782733956,0.0,0.008166279390883486,0.0,0.11904478076713428,0.0,0.19021517160829765,0.0,210.0,0.0,40.0,0.0,-0.15384615384615385,-0.15384615384615385,-0.08006535947712412,-0.0072247919141112185,-0.005934033365500168,0,0
real,0.2,C2,both,C2_both_shuffled_depth,hgb,residual_low_energy_heldout,test_residual_low,1,0.456,0.0,0.75,0.0,0.6585365853658537,0.0,0.2872340425531915,0.0,0.14705882352941177,0.0,0.456,0.0,0.7697368421052632,0.0,0.544,0.0,0.27908561686433153,0.0,0.21817544850294315,0.0,0.6496668104277036,0.0,0.4205076769872386,0.0,217.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C2,both,C2_both_shuffled_depth,logistic,cr_strength_heldout,test_strong_cr,1,0.444,0.0,0.5652173913043478,0.0,0.5531914893617021,0.0,0.3508771929824561,0.0,0.3564356435643564,0.0,0.4444444444444444,0.0,0.5904761904761905,0.0,0.5555555555555556,0.0,0.17756799305053073,0.0,0.11332501209527536,0.0,0.5647503076168415,0.0,0.34430703299378873,0.0,208.0,0.0,42.0,0.0,-0.16129032258064513,-0.17647058823529413,-0.048418972332015864,-0.013838963705340573,-0.019224349839002938,0,0
real,0.2,C2,both,C2_both_shuffled_depth,logistic,official_strength_heldout,test_strong_official,1,0.336,0.0,0.5441176470588235,0.0,0.43529411764705883,0.0,0.248,0.0,0.248,0.0,0.34868421052631576,0.0,0.6639999999999999,0.0,0.6513157894736843,0.0,0.05514261865788956,0.0,0.02360270093295255,0.0,0.27077912853444336,0.0,0.15027805205925085,0.0,210.0,0.0,40.0,0.0,-0.06896551724137925,-0.06896551724137925,-0.02941176470588236,-0.007365728151819982,-0.007394151606357594,0,0
real,0.2,C2,both,C2_both_shuffled_depth,logistic,residual_low_energy_heldout,test_residual_low,1,0.556,0.0,0.6885245901639344,0.0,0.6829268292682927,0.0,0.40425531914893614,0.0,0.38235294117647056,0.0,0.556,0.0,0.5263157894736843,0.0,0.44399999999999995,0.0,0.2759556941568318,0.0,0.21356495936780936,0.0,0.6423808494917265,0.0,0.20970833265758487,0.0,217.0,0.0,33.0,0.0,0.03703703703703705,0.02564102564102568,0.013524590163934369,0.008087834648046521,0.007181534228004938,0,0
real,0.2,C2,depthanything,C2_depthanything,decision_tree,cr_strength_heldout,test_strong_cr,1,0.008,0.0,1.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,1.0,0.0,0.9938271604938271,0.0,0.018155703946650958,0.0,0.0,0.0,0.0577437364286344,0.0,0.3532394676764274,0.0,208.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C2,depthanything,C2_depthanything,decision_tree,official_strength_heldout,test_strong_official,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1471306768495666,0.0,210.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C2,depthanything,C2_depthanything,decision_tree,residual_low_energy_heldout,test_residual_low,1,0.132,0.0,0.75,0.0,0.1951219512195122,0.0,0.0851063829787234,0.0,0.014705882352941176,0.0,0.132,0.0,0.993421052631579,0.0,0.868,0.0,0.10199377657947939,0.0,0.0664852551690655,0.0,0.23742524698461015,0.0,0.22512316696220455,0.0,217.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C2,depthanything,C2_depthanything,hgb,cr_strength_heldout,test_strong_cr,1,0.196,0.0,0.8048780487804879,0.0,0.35106382978723405,0.0,0.07017543859649122,0.0,0.0594059405940594,0.0,0.12962962962962962,0.0,0.8571428571428572,0.0,0.8703703703703703,0.0,0.1514053751042044,0.0,0.09716802410917766,0.0,0.48154079288720747,0.0,0.46225274095853414,0.0,208.0,0.0,42.0,0.0,0.0,0.0,0.03344947735191639,0.018053437199433225,0.020175220287503695,0,1
real,0.2,C2,depthanything,C2_depthanything,hgb,official_strength_heldout,test_strong_official,1,0.16,0.0,0.6176470588235294,0.0,0.24705882352941178,0.0,0.104,0.0,0.104,0.0,0.1513157894736842,0.0,0.84,0.0,0.8486842105263158,0.0,0.027364531001432567,0.0,0.01079703963143306,0.0,0.13437417441657018,0.0,0.22150975764096076,0.0,210.0,0.0,40.0,0.0,0.0,0.0,-0.0212418300653594,-0.0041030486954126075,-0.003303273124950594,0,0
real,0.2,C2,depthanything,C2_depthanything,hgb,residual_low_energy_heldout,test_residual_low,1,0.448,0.0,0.7619047619047619,0.0,0.6504065040650406,0.0,0.26595744680851063,0.0,0.16176470588235295,0.0,0.448,0.0,0.7697368421052632,0.0,0.552,0.0,0.2814928062152759,0.0,0.2213859117593718,0.0,0.6552703633635175,0.0,0.4460602133617627,0.0,217.0,0.0,33.0,0.0,-0.10000000000000002,0.07407407407407418,0.011904761904761862,0.002407189350944361,0.003210463256428653,0,0
real,0.2,C2,depthanything,C2_depthanything,logistic,cr_strength_heldout,test_strong_cr,1,0.432,0.0,0.5760869565217391,0.0,0.5638297872340425,0.0,0.34210526315789475,0.0,0.3564356435643564,0.0,0.43209876543209874,0.0,0.6047619047619048,0.0,0.5679012345679013,0.0,0.18086509123113273,0.0,0.12042971771690625,0.0,0.5752366412164336,0.0,0.3471711249785371,0.0,208.0,0.0,42.0,0.0,-0.16129032258064513,-0.14705882352941185,-0.03754940711462451,-0.01054186552473857,-0.01211964421737205,0,0
real,0.2,C2,depthanything,C2_depthanything,logistic,official_strength_heldout,test_strong_official,1,0.34,0.0,0.5571428571428572,0.0,0.4588235294117647,0.0,0.248,0.0,0.248,0.0,0.35526315789473684,0.0,0.6599999999999999,0.0,0.6447368421052632,0.0,0.05792326891821219,0.0,0.025209990279070928,0.0,0.28443357717281076,0.0,0.15657422550912914,0.0,210.0,0.0,40.0,0.0,-0.06896551724137925,-0.06896551724137925,-0.01638655462184868,-0.004585077891497355,-0.005786862260239216,0,0
real,0.2,C2,depthanything,C2_depthanything,logistic,residual_low_energy_heldout,test_residual_low,1,0.544,0.0,0.680672268907563,0.0,0.6585365853658537,0.0,0.40425531914893614,0.0,0.38235294117647056,0.0,0.544,0.0,0.5263157894736843,0.0,0.45599999999999996,0.0,0.26793453671118056,0.0,0.20651112283715517,0.0,0.6237088740878924,0.0,0.23253008465323358,0.0,217.0,0.0,33.0,0.0,0.03703703703703705,0.02564102564102568,0.005672268907563005,6.667720239528219e-05,0.00012769769735074266,0,0
real,0.2,C2,depthanything,C2_depthanything_shuffled_depth,decision_tree,cr_strength_heldout,test_strong_cr,1,0.008,0.0,1.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,1.0,0.0,0.9938271604938271,0.0,0.018155703946650958,0.0,0.0,0.0,0.0577437364286344,0.0,0.3532394676764274,0.0,208.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C2,depthanything,C2_depthanything_shuffled_depth,decision_tree,official_strength_heldout,test_strong_official,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1471306768495666,0.0,210.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C2,depthanything,C2_depthanything_shuffled_depth,decision_tree,residual_low_energy_heldout,test_residual_low,1,0.132,0.0,0.75,0.0,0.1951219512195122,0.0,0.0851063829787234,0.0,0.014705882352941176,0.0,0.132,0.0,0.993421052631579,0.0,0.868,0.0,0.10199377657947939,0.0,0.0664852551690655,0.0,0.23742524698461015,0.0,0.22512316696220455,0.0,217.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C2,depthanything,C2_depthanything_shuffled_depth,hgb,cr_strength_heldout,test_strong_cr,1,0.172,0.0,0.7714285714285715,0.0,0.2872340425531915,0.0,0.07017543859649122,0.0,0.0594059405940594,0.0,0.12345679012345678,0.0,0.8714285714285714,0.0,0.8765432098765432,0.0,0.13335193790477118,0.0,0.07699280382167396,0.0,0.4241223131445218,0.0,0.458978828643829,0.0,208.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
real,0.2,C2,depthanything,C2_depthanything_shuffled_depth,hgb,official_strength_heldout,test_strong_official,1,0.164,0.0,0.5588235294117647,0.0,0.2235294117647059,0.0,0.12,0.0,0.12,0.0,0.16447368421052633,0.0,0.836,0.0,0.8355263157894737,0.0,0.024242787782733956,0.0,0.008166279390883486,0.0,0.11904478076713428,0.0,0.19021517160829765,0.0,210.0,0.0,40.0,0.0,-0.15384615384615385,-0.15384615384615385,-0.08006535947712412,-0.0072247919141112185,-0.005934033365500168,0,0
real,0.2,C2,depthanything,C2_depthanything_shuffled_depth,hgb,residual_low_energy_heldout,test_residual_low,1,0.456,0.0,0.75,0.0,0.6585365853658537,0.0,0.2872340425531915,0.0,0.14705882352941177,0.0,0.456,0.0,0.7697368421052632,0.0,0.544,0.0,0.27908561686433153,0.0,0.21817544850294315,0.0,0.6496668104277036,0.0,0.4205076769872386,0.0,217.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
real,0.2,C2,depthanything,C2_depthanything_shuffled_depth,logistic,cr_strength_heldout,test_strong_cr,1,0.428,0.0,0.5617977528089888,0.0,0.5319148936170213,0.0,0.34210526315789475,0.0,0.3564356435643564,0.0,0.4382716049382716,0.0,0.6047619047619048,0.0,0.5617283950617284,0.0,0.17534871443087813,0.0,0.11297790151857513,0.0,0.5576919506370471,0.0,0.3465554765716216,0.0,208.0,0.0,42.0,0.0,-0.16129032258064513,-0.14705882352941185,-0.05183861082737484,-0.01605824232499317,-0.019571460415703165,0,0
real,0.2,C2,depthanything,C2_depthanything_shuffled_depth,logistic,official_strength_heldout,test_strong_official,1,0.324,0.0,0.5454545454545454,0.0,0.4235294117647059,0.0,0.24,0.0,0.24,0.0,0.32894736842105265,0.0,0.6759999999999999,0.0,0.6710526315789473,0.0,0.05627944975208541,0.0,0.025834969620823045,0.0,0.2763615644156085,0.0,0.1373050277185982,0.0,210.0,0.0,40.0,0.0,-0.034482758620689564,-0.034482758620689564,-0.02807486631016043,-0.006228897057624132,-0.0051618829184870985,0,0
real,0.2,C2,depthanything,C2_depthanything_shuffled_depth,logistic,residual_low_energy_heldout,test_residual_low,1,0.552,0.0,0.6859504132231405,0.0,0.6747967479674797,0.0,0.40425531914893614,0.0,0.38235294117647056,0.0,0.552,0.0,0.5263157894736843,0.0,0.44799999999999995,0.0,0.27195668920699195,0.0,0.2087377892647009,0.0,0.633071803687657,0.0,0.22623645183882476,0.0,217.0,0.0,33.0,0.0,0.03703703703703705,0.02564102564102568,0.010950413223140498,0.004088829698206675,0.0023543641248964797,0,0
real,0.2,C2,midas,C2_midas,decision_tree,cr_strength_heldout,test_strong_cr,1,0.008,0.0,1.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,1.0,0.0,0.9938271604938271,0.0,0.018155703946650958,0.0,0.0,0.0,0.0577437364286344,0.0,0.3532394676764274,0.0,208.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
