group_name,group_value,num_images,better_psnr_count,worse_psnr_count,better_030db_count,worse_030db_count,mean_baseline_psnr,mean_current_psnr,mean_delta_psnr,median_delta_psnr,p10_delta_psnr,p90_delta_psnr,min_delta_psnr,max_delta_psnr,mean_delta_ssim
beta_bin,1.1<=beta<1.4,199,85,114,63,94,32.26798471026849,32.103333339115295,-0.16465137115319345,-0.23287835412158842,-1.6796851398789676,1.611657799056805,-3.858801901312944,4.921599793284358,-1.9845351501924908e-05
beta_bin,1.4<=beta<1.7,199,81,118,68,101,31.368530132496904,31.09374329903677,-0.27478683346013144,-0.3014571493840137,-2.208604642392153,1.6747382780121869,-6.193250166976586,3.9087777771598837,-0.00010468732172520317
beta_bin,beta<0.8,196,89,107,71,93,35.38784521165776,35.19548943991108,-0.1923557717466805,-0.24437660851102905,-2.1148300498002683,1.833088078635285,-4.621412913299011,5.506731888747609,0.00032097952706473213
beta_bin,beta>=1.7,218,82,136,66,115,30.567693412561603,30.092299737576116,-0.47539367498548474,-0.43485317717116523,-2.33955719894109,1.2815646630028446,-6.037022869654148,4.209679147817241,-0.00041238430443160033
airlight_beta_bin,0.65<=A<0.75 | 0.8<=beta<1.1,31,13,18,12,13,33.86860904367886,33.82238090624892,-0.04622813742994317,-0.18340157813720737,-1.7274093068647716,1.432688240494862,-2.5009653760349053,4.040286987901315,0.0004596710205078125
airlight_beta_bin,0.65<=A<0.75 | 1.1<=beta<1.4,39,19,20,10,18,32.20290959788247,31.944966781536177,-0.257942816346294,-0.16063900346676263,-1.697229115666738,1.2617979483431139,-3.858801901312944,3.5621447083835776,-0.0002232835843012883
airlight_beta_bin,0.65<=A<0.75 | 1.4<=beta<1.7,40,18,22,15,22,32.01051229103727,31.98315959927905,-0.02735269175823154,-0.6040609596891731,-1.4595276235274506,1.9486440929999134,-4.157291914138568,3.9087777771598837,-0.00037731081247329714
airlight_beta_bin,0.65<=A<0.75 | beta<0.8,42,22,20,16,18,35.28807990883966,35.199174328155,-0.08890558068466585,0.03396033854901148,-2.1238743829944573,2.3191987794508546,-3.291843561799542,3.9434557258654266,0.0003542829127538772
airlight_beta_bin,0.65<=A<0.75 | beta>=1.7,42,17,25,14,21,30.478383391158168,30.127189187955608,-0.35119420320256073,-0.31075863901090983,-2.8519465211089674,1.8237096099227799,-3.1148604154991126,2.822768082839719,-8.060960542588007e-05
airlight_beta_bin,0.75<=A<0.85 | 0.8<=beta<1.1,44,22,22,13,21,33.05501404399383,32.82972599279577,-0.22528805119806286,-0.07815112209418018,-1.8469599620373582,1.47796727054367,-7.3920370639107595,5.24837945309654,-0.0004217543385245583
airlight_beta_bin,0.75<=A<0.85 | 1.1<=beta<1.4,36,11,25,10,20,31.801952448107215,31.48423909986883,-0.31771334823838493,-0.43034363315325663,-1.747198505489095,1.267837424972445,-3.4329465591152655,3.3534747369082467,-8.03652736875746e-05
airlight_beta_bin,0.75<=A<0.85 | 1.4<=beta<1.7,37,14,23,12,22,30.88229863838056,30.530435625682113,-0.35186301269845255,-0.558233889914213,-1.8466258690410087,1.9871486309852961,-6.193250166976586,2.6185759669173265,-7.83946063067462e-05
airlight_beta_bin,0.75<=A<0.85 | beta<0.8,44,19,25,17,22,35.52921301354456,35.315984119677466,-0.21322889386709287,-0.28714103089668797,-2.1970700085652837,1.7531643570609128,-3.700498176481478,3.6816285221272302,0.0013183910738338125
airlight_beta_bin,0.75<=A<0.85 | beta>=1.7,49,17,32,14,25,31.24394607498741,30.779076694344866,-0.464869380642539,-0.4410790491299572,-1.861150159551127,0.9966614900181371,-6.037022869654148,2.025612451989957,-0.0009794247393705407
airlight_beta_bin,0.85<=A<0.95 | 0.8<=beta<1.1,27,12,15,10,13,32.06302775821306,31.633777613357186,-0.4292501448558807,-0.08089437625307738,-2.6026857633048133,1.0930896066985791,-2.9183121766183433,1.5596057381324293,-0.00011399057176378038
airlight_beta_bin,0.85<=A<0.95 | 1.1<=beta<1.4,27,12,15,8,14,31.40990954869183,31.29196706298428,-0.11794248570754501,-0.3173299435069765,-1.4156346230579566,1.4376186294976345,-2.0011550763960173,2.215633104191731,-0.0002643532223171658
airlight_beta_bin,0.85<=A<0.95 | 1.4<=beta<1.7,46,23,23,20,16,30.913774245939358,31.006387363515426,0.09261311757608241,0.055225064920417566,-1.6277763734398167,1.6644623264060296,-2.6320451839809706,2.449639089180078,0.0010088591471962307
airlight_beta_bin,0.85<=A<0.95 | beta<0.8,36,14,22,12,18,33.51066551540558,33.49421728471527,-0.016448230690311268,-0.32556670349698535,-1.8163659568919641,1.6815444968332791,-3.6319224046945635,5.506731888747609,-0.0006591346528795031
airlight_beta_bin,0.85<=A<0.95 | beta>=1.7,39,13,26,10,20,29.960548938866896,29.55143873542799,-0.4091102034389178,-0.3576782844860773,-2.337232903682493,1.3256559506735335,-2.7004778227241424,2.1708187819498193,-0.0008436120473421537
airlight_beta_bin,A<0.65 | 0.8<=beta<1.1,61,24,37,23,29,33.07403469784801,32.958423327203114,-0.11561137064489568,-0.2636508144160672,-2.2127669724573593,1.8067483050095454,-4.606117344392942,6.401484744792683,7.383354374619782e-05
airlight_beta_bin,A<0.65 | 1.1<=beta<1.4,67,29,38,24,32,33.76634176439935,33.64600822826643,-0.12033353613291703,-0.23287835412158842,-1.7998705766447345,1.9841576793042974,-3.8302414653977017,4.921599793284358,-0.00010097649560045841
airlight_beta_bin,A<0.65 | 1.4<=beta<1.7,54,19,35,17,28,32.16627647615425,31.639826369000566,-0.5264501071536789,-0.32162147975460265,-2.6686550271300913,1.0995608655986533,-5.479346118854259,2.435604496644448,-0.0006678049211148862
airlight_beta_bin,A<0.65 | beta<0.8,55,23,32,18,28,37.31013615282321,36.78468130616687,-0.5254548466563427,-0.46226906036545046,-2.2824581571480778,1.0494678694226678,-4.621412913299011,2.571909836303682,-0.00016003955494273793
airlight_beta_bin,A<0.65 | beta>=1.7,58,22,36,18,33,31.75425706857897,31.07919291057068,-0.6750641580082901,-0.6158055742012962,-2.747233875785123,1.2565230855857017,-5.960796977291984,4.209679147817241,-0.0002345709965146821
airlight_beta_bin,A>=0.95 | 0.8<=beta<1.1,25,7,18,6,14,31.090713459015248,30.3834267787186,-0.7072866802966443,-0.5189091481205139,-2.2939539849996207,0.8883773984680902,-6.81917821085101,2.733021316641448,-0.0013080406188964843
airlight_beta_bin,A>=0.95 | 1.1<=beta<1.4,30,14,16,11,10,30.337757962157298,30.337045347144326,-0.0007126150129671771,-0.029375524352294846,-1.0029756673628978,1.3006367270312815,-2.2471168929950203,1.7573353806150926,0.0007184982299804687
airlight_beta_bin,A>=0.95 | 1.4<=beta<1.7,22,7,15,4,13,30.01179136726237,29.266271442689845,-0.7455199245725129,-0.6585024128733643,-2.5735798074840512,0.9842291739495971,-3.5078217230204167,1.5917008844030676,-0.0005993545055389404
airlight_beta_bin,A>=0.95 | beta<0.8,19,11,8,8,7,33.27323609251669,33.53147437291188,0.2582382803951959,0.18462201767184183,-1.2000527867200206,1.7321260720419955,-1.9041816461759886,2.3781524964499354,0.001187048460307874
airlight_beta_bin,A>=0.95 | beta>=1.7,30,13,17,10,16,28.083446174733787,27.716844645992282,-0.36660152874150254,-0.4089519058014339,-1.7397366164046943,1.2662431908480252,-5.497187314039458,2.0257120127368715,0.00026612083117167154
